time,X_gyro,Y_gyro,Z_gyro,t_sec_gyro,X_accel,Y_accel,Z_accel,t_sec_accel
2025-08-28 18:46:22.077,-0.11,-0.14,0.05,17.257,6.38,-10.96,5.88,17.228
2025-08-28 18:46:22.097,-0.16,-0.21,0.04,17.277,6.15,-11.73,5.72,17.248
2025-08-28 18:46:22.115,0.09,-0.24,-0.05,17.295,6.58,-11.87,5.72,17.266
2025-08-28 18:46:22.136,0.31,-0.21,-0.06,17.316,7.33,-11.25,5.66,17.286
2025-08-28 18:46:22.156,0.3,-0.1,-0.04,17.336,7.39,-10.8,5.71,17.307
2025-08-28 18:46:22.177,0.08,-0.05,-0.02,17.357,7.01,-10.38,5.74,17.327
2025-08-28 18:46:22.203,-0.09,-0.01,-0.03,17.383,6.4,-10.63,5.63,17.354
2025-08-28 18:46:22.217,0.0,0.0,-0.04,17.397,6.1,-11.15,5.49,17.368
2025-08-28 18:46:22.235,0.35,0.03,-0.0,17.415,6.0,-11.27,5.61,17.387
2025-08-28 18:46:22.258,0.97,0.1,-0.02,17.438,6.21,-11.36,5.5,17.409
2025-08-28 18:46:22.278,1.09,0.16,-0.03,17.458,5.85,-9.85,5.56,17.428
2025-08-28 18:46:22.304,0.76,0.26,-0.05,17.484,5.46,-8.24,5.4,17.454
2025-08-28 18:46:22.316,0.21,0.4,-0.05,17.496,5.29,-7.32,5.11,17.467
2025-08-28 18:46:22.336,-0.14,0.53,0.07,17.516,5.11,-8.12,4.38,17.487
2025-08-28 18:46:22.356,-0.0,0.5,0.13,17.536,4.6,-9.76,4.15,17.507
2025-08-28 18:46:22.378,0.12,0.37,0.13,17.558,4.01,-10.0,4.24,17.528
2025-08-28 18:46:22.403,0.12,0.16,0.11,17.583,3.78,-9.42,4.56,17.554
2025-08-28 18:46:22.421,-0.05,-0.07,0.11,17.601,4.07,-8.34,4.44,17.571
2025-08-28 18:46:22.437,-0.24,-0.13,0.11,17.617,4.86,-8.12,4.33,17.587
2025-08-28 18:46:22.458,-0.26,-0.12,0.07,17.638,5.09,-8.9,4.52,17.608
2025-08-28 18:46:22.478,-0.25,-0.12,0.0,17.658,5.06,-8.58,4.37,17.628
2025-08-28 18:46:22.500,-0.39,-0.06,-0.05,17.68,5.11,-8.18,4.51,17.651
2025-08-28 18:46:22.518,-0.41,0.08,-0.04,17.698,5.01,-8.88,4.75,17.669
2025-08-28 18:46:22.538,-0.22,0.15,-0.02,17.718,5.09,-9.89,5.07,17.688
2025-08-28 18:46:22.559,-0.03,0.17,-0.02,17.739,4.86,-9.8,5.03,17.709
2025-08-28 18:46:22.584,0.11,0.15,-0.01,17.764,4.51,-9.16,4.79,17.735
2025-08-28 18:46:22.598,0.21,0.15,0.05,17.778,4.48,-9.03,4.27,17.75
2025-08-28 18:46:22.616,0.31,0.2,0.07,17.796,4.61,-9.12,4.16,17.768
2025-08-28 18:46:22.639,0.29,0.23,0.06,17.819,4.74,-8.73,4.35,17.79
2025-08-28 18:46:22.658,0.16,0.24,0.04,17.838,4.49,-8.52,4.53,17.808
2025-08-28 18:46:22.678,0.07,0.21,0.01,17.858,4.27,-8.72,4.4,17.829
2025-08-28 18:46:22.700,0.06,0.2,-0.0,17.88,4.29,-8.83,4.51,17.851
2025-08-28 18:46:22.719,0.08,0.21,-0.02,17.899,4.29,-8.72,4.53,17.87
2025-08-28 18:46:22.742,0.16,0.2,-0.04,17.922,4.21,-8.5,4.37,17.893
2025-08-28 18:46:22.767,0.2,0.17,-0.03,17.947,4.1,-8.19,4.53,17.917
2025-08-28 18:46:22.779,0.21,0.12,-0.02,17.959,4.06,-8.0,4.69,17.93
2025-08-28 18:46:22.797,0.25,0.05,-0.04,17.977,3.99,-7.9,4.63,17.949
2025-08-28 18:46:22.817,0.23,-0.02,-0.08,17.997,3.71,-7.59,4.72,17.968
2025-08-28 18:46:22.840,0.12,-0.13,-0.15,18.02,3.35,-7.14,4.6,17.99
2025-08-28 18:46:22.860,0.15,-0.21,-0.14,18.04,3.18,-6.69,4.54,18.01
2025-08-28 18:46:22.882,0.37,-0.27,-0.08,18.062,2.86,-6.29,4.04,18.033
2025-08-28 18:46:22.899,0.6,-0.25,-0.03,18.079,2.95,-5.74,3.59,18.05
2025-08-28 18:46:22.919,0.63,-0.21,0.0,18.099,3.02,-4.26,2.72,18.07
2025-08-28 18:46:22.940,0.65,-0.13,-0.01,18.12,2.75,-4.08,2.41,18.09
2025-08-28 18:46:22.959,0.62,-0.11,-0.06,18.139,2.27,-3.39,2.03,18.11
2025-08-28 18:46:22.982,0.62,-0.1,-0.11,18.162,1.71,-2.81,1.7,18.133
2025-08-28 18:46:22.998,0.49,-0.07,-0.06,18.178,1.47,-1.98,1.6,18.149
2025-08-28 18:46:23.019,0.43,0.01,0.0,18.199,1.14,-1.64,1.3,18.17
2025-08-28 18:46:23.041,0.4,0.1,0.04,18.221,0.99,-2.0,0.77,18.191
2025-08-28 18:46:23.066,0.31,0.23,0.09,18.246,1.45,-1.92,1.37,18.217
2025-08-28 18:46:23.081,0.15,0.41,0.13,18.261,2.74,-2.51,3.03,18.232
2025-08-28 18:46:23.099,0.04,0.58,0.15,18.279,2.95,-4.09,4.34,18.25
2025-08-28 18:46:23.120,-0.14,0.5,0.14,18.3,3.11,-5.29,5.61,18.27
2025-08-28 18:46:23.140,-0.26,0.23,0.13,18.32,3.67,-6.78,6.67,18.291
2025-08-28 18:46:23.160,-0.4,-0.13,0.06,18.34,4.47,-8.5,7.3,18.31
2025-08-28 18:46:23.182,-0.59,-0.29,-0.08,18.362,4.82,-9.24,7.38,18.332
2025-08-28 18:46:23.201,-0.53,-0.37,-0.16,18.381,5.07,-9.13,6.99,18.352
2025-08-28 18:46:23.222,-0.13,-0.22,-0.05,18.402,5.03,-8.19,6.4,18.372
2025-08-28 18:46:23.240,0.28,-0.0,0.09,18.42,5.08,-7.9,5.29,18.39
2025-08-28 18:46:23.265,0.67,0.19,0.22,18.445,4.71,-7.21,5.14,18.415
2025-08-28 18:46:23.280,0.9,0.33,0.31,18.46,4.14,-6.42,5.35,18.431
2025-08-28 18:46:23.301,0.85,0.37,0.28,18.481,3.76,-5.86,5.35,18.451
2025-08-28 18:46:23.320,0.56,0.27,0.18,18.5,3.69,-5.82,5.55,18.47
2025-08-28 18:46:23.341,0.24,0.17,0.03,18.521,3.8,-5.91,5.81,18.492
2025-08-28 18:46:23.366,0.06,0.12,-0.08,18.546,3.8,-6.24,5.63,18.517
2025-08-28 18:46:23.384,-0.01,0.05,-0.15,18.564,3.53,-6.37,5.35,18.534
2025-08-28 18:46:23.400,-0.12,0.02,-0.14,18.58,3.38,-5.86,5.4,18.551
2025-08-28 18:46:23.421,-0.23,0.01,-0.05,18.601,3.22,-6.27,5.62,18.572
2025-08-28 18:46:23.443,-0.26,-0.02,0.0,18.623,3.34,-6.95,5.76,18.593
2025-08-28 18:46:23.465,-0.18,-0.05,0.05,18.645,3.49,-7.28,5.91,18.615
2025-08-28 18:46:23.481,-0.03,-0.07,0.07,18.661,3.77,-7.28,6.06,18.632
2025-08-28 18:46:23.501,0.0,-0.07,0.07,18.681,3.88,-7.02,6.19,18.652
2025-08-28 18:46:23.522,-0.01,-0.08,0.04,18.702,3.99,-6.96,6.16,18.672
2025-08-28 18:46:23.543,-0.06,-0.08,0.0,18.723,3.85,-6.81,6.15,18.693
2025-08-28 18:46:23.567,-0.07,-0.09,-0.01,18.747,3.45,-6.33,5.96,18.717
2025-08-28 18:46:23.581,-0.1,-0.11,-0.0,18.761,3.42,-5.86,5.63,18.732
2025-08-28 18:46:23.602,-0.13,-0.12,0.0,18.782,3.46,-5.9,5.46,18.753
2025-08-28 18:46:23.622,-0.16,-0.12,-0.0,18.802,3.59,-5.98,5.39,18.772
2025-08-28 18:46:23.641,-0.22,-0.11,-0.01,18.821,3.53,-5.76,5.47,18.791
2025-08-28 18:46:23.665,-0.35,-0.15,-0.03,18.845,3.42,-5.59,5.51,18.816
2025-08-28 18:46:23.682,-0.44,-0.16,-0.08,18.862,3.4,-5.71,5.51,18.832
2025-08-28 18:46:23.704,-0.36,-0.16,-0.13,18.884,3.24,-5.86,5.14,18.854
2025-08-28 18:46:23.723,-0.24,-0.21,-0.09,18.903,3.58,-5.81,4.71,18.874
2025-08-28 18:46:23.740,-0.19,-0.18,-0.05,18.92,4.09,-5.94,4.24,18.891
2025-08-28 18:46:23.762,-0.25,-0.11,-0.08,18.942,3.81,-5.82,3.9,18.913
2025-08-28 18:46:23.781,-0.27,-0.0,-0.13,18.961,3.46,-5.46,3.61,18.932
2025-08-28 18:46:23.803,-0.21,0.04,-0.15,18.983,2.91,-5.34,3.67,18.954
2025-08-28 18:46:23.822,-0.11,0.02,-0.1,19.002,2.61,-5.23,3.61,18.973
2025-08-28 18:46:23.847,-0.13,-0.05,-0.04,19.027,2.58,-5.29,3.59,18.999
2025-08-28 18:46:23.865,-0.07,-0.1,-0.01,19.045,2.82,-5.51,3.34,19.015
2025-08-28 18:46:23.880,0.06,-0.11,-0.02,19.06,2.99,-5.73,2.96,19.032
2025-08-28 18:46:23.903,0.03,-0.16,-0.05,19.083,3.03,-5.02,2.97,19.053
2025-08-28 18:46:23.923,-0.2,-0.18,-0.04,19.103,3.11,-4.61,3.28,19.073
2025-08-28 18:46:23.950,-0.44,-0.2,-0.0,19.13,3.39,-4.71,3.48,19.102
2025-08-28 18:46:23.961,-0.42,-0.19,0.01,19.141,3.7,-5.58,3.64,19.112
2025-08-28 18:46:23.980,-0.22,-0.16,0.0,19.16,3.8,-5.98,3.49,19.131
2025-08-28 18:46:24.002,-0.27,-0.16,-0.02,19.182,3.6,-6.0,3.84,19.153
2025-08-28 18:46:24.026,-0.34,-0.21,-0.01,19.206,3.63,-6.27,4.21,19.176
2025-08-28 18:46:24.050,-0.35,-0.22,-0.0,19.23,3.64,-6.22,4.55,19.201
2025-08-28 18:46:24.061,-0.38,-0.18,-0.02,19.241,3.26,-6.16,4.57,19.212
2025-08-28 18:46:24.082,-0.38,-0.14,-0.07,19.262,3.59,-6.47,4.24,19.233
2025-08-28 18:46:24.103,-0.37,-0.09,-0.13,19.283,4.11,-6.38,4.43,19.253
2025-08-28 18:46:24.125,-0.32,-0.03,-0.12,19.305,4.34,-6.3,4.56,19.275
2025-08-28 18:46:24.147,-0.26,0.01,-0.06,19.327,4.2,-6.6,4.58,19.298
2025-08-28 18:46:24.163,-0.17,-0.0,-0.05,19.343,3.84,-7.34,4.34,19.313
2025-08-28 18:46:24.184,-0.12,-0.03,-0.1,19.364,4.01,-7.71,3.99,19.334
2025-08-28 18:46:24.201,-0.21,-0.06,-0.11,19.381,4.26,-7.49,3.87,19.352
2025-08-28 18:46:24.223,-0.31,-0.07,-0.11,19.403,4.47,-7.62,4.0,19.373
2025-08-28 18:46:24.248,-0.37,-0.09,-0.09,19.428,4.46,-7.95,3.71,19.399
2025-08-28 18:46:24.262,-0.27,-0.09,-0.08,19.442,4.25,-8.58,3.86,19.413
2025-08-28 18:46:24.282,-0.19,-0.09,-0.05,19.462,4.46,-8.29,4.23,19.433
2025-08-28 18:46:24.303,-0.17,-0.12,-0.05,19.483,4.73,-8.14,4.28,19.454
2025-08-28 18:46:24.324,-0.19,-0.19,-0.09,19.504,4.97,-8.32,3.97,19.474
2025-08-28 18:46:24.345,-0.18,-0.19,-0.09,19.525,5.04,-8.6,3.86,19.496
2025-08-28 18:46:24.362,-0.16,-0.16,-0.05,19.542,5.3,-8.87,4.05,19.513
2025-08-28 18:46:24.383,-0.15,-0.11,-0.06,19.563,5.56,-9.02,4.14,19.534
2025-08-28 18:46:24.403,-0.16,-0.13,-0.06,19.583,5.54,-9.01,4.09,19.553
2025-08-28 18:46:24.423,-0.29,-0.15,-0.05,19.603,5.71,-8.99,3.77,19.573
2025-08-28 18:46:24.448,-0.27,-0.11,-0.02,19.628,5.99,-9.51,4.02,19.6
2025-08-28 18:46:24.463,-0.21,-0.05,-0.02,19.643,6.29,-9.73,4.36,19.613
2025-08-28 18:46:24.482,-0.25,-0.0,-0.07,19.662,5.72,-10.01,4.87,19.633
2025-08-28 18:46:24.504,-0.34,-0.03,-0.13,19.684,5.47,-10.24,4.84,19.655
2025-08-28 18:46:24.532,-0.45,-0.03,-0.17,19.712,6.0,-10.28,4.78,19.684
2025-08-28 18:46:24.543,-0.35,0.01,-0.2,19.723,6.78,-10.85,4.63,19.693
2025-08-28 18:46:24.562,-0.16,0.02,-0.21,19.742,6.72,-11.22,4.55,19.713
2025-08-28 18:46:24.581,0.04,0.0,-0.14,19.761,6.13,-11.25,4.33,19.732
2025-08-28 18:46:24.603,0.03,0.0,-0.04,19.783,6.38,-10.92,4.69,19.753
2025-08-28 18:46:24.623,0.03,-0.03,0.02,19.803,7.13,-11.33,5.0,19.773
2025-08-28 18:46:24.646,0.0,-0.08,0.03,19.826,7.49,-11.52,4.99,19.796
2025-08-28 18:46:24.666,-0.05,-0.08,-0.01,19.846,7.39,-11.81,4.94,19.816
2025-08-28 18:46:24.681,-0.16,-0.04,-0.05,19.861,7.71,-11.78,5.48,19.832
2025-08-28 18:46:24.703,-0.12,0.08,-0.05,19.883,7.65,-11.73,5.93,19.853
2025-08-28 18:46:24.724,0.06,0.12,-0.06,19.904,7.27,-11.62,5.71,19.874
2025-08-28 18:46:24.745,0.28,0.1,-0.07,19.925,6.9,-11.76,5.39,19.895
2025-08-28 18:46:24.763,0.21,0.07,-0.04,19.943,6.71,-10.28,5.28,19.913
2025-08-28 18:46:24.781,0.07,0.13,0.03,19.961,6.59,-9.94,5.11,19.932
2025-08-28 18:46:24.803,0.18,0.2,0.13,19.983,6.39,-10.3,4.56,19.954
2025-08-28 18:46:24.831,0.42,0.2,0.16,20.011,6.33,-10.21,4.22,19.982
2025-08-28 18:46:24.843,0.29,0.14,0.13,20.023,6.19,-9.46,3.94,19.994
2025-08-28 18:46:24.863,0.06,0.07,0.09,20.043,6.04,-8.99,3.78,20.014
2025-08-28 18:46:24.883,-0.09,0.03,0.07,20.063,5.87,-8.66,3.76,20.034
2025-08-28 18:46:24.904,-0.12,0.04,0.07,20.084,5.65,-8.41,3.69,20.055
2025-08-28 18:46:24.928,-0.01,0.05,0.05,20.108,5.27,-8.66,3.45,20.079
2025-08-28 18:46:24.943,0.03,0.02,0.03,20.123,5.46,-8.74,3.43,20.094
2025-08-28 18:46:24.963,-0.03,0.03,0.03,20.143,5.31,-8.76,3.53,20.113
2025-08-28 18:46:24.987,-0.06,0.05,0.04,20.167,5.21,-9.08,3.77,20.137
2025-08-28 18:46:25.003,-0.01,0.05,0.04,20.183,4.87,-9.02,3.73,20.154
2025-08-28 18:46:25.023,0.13,0.0,0.02,20.203,4.82,-9.05,3.45,20.173
2025-08-28 18:46:25.044,0.17,0.02,0.03,20.224,5.1,-8.77,3.35,20.195
2025-08-28 18:46:25.064,0.13,0.06,0.03,20.244,5.27,-9.14,3.66,20.214
2025-08-28 18:46:25.084,0.16,0.07,0.04,20.264,4.99,-9.01,3.87,20.234
2025-08-28 18:46:25.103,0.18,0.04,0.02,20.283,4.98,-8.82,3.85,20.254
2025-08-28 18:46:25.128,0.2,0.04,0.03,20.308,5.23,-8.54,3.76,20.28
2025-08-28 18:46:25.143,0.22,0.11,0.05,20.323,5.53,-8.66,3.8,20.294
2025-08-28 18:46:25.161,0.23,0.18,0.05,20.341,5.18,-8.68,3.99,20.312
2025-08-28 18:46:25.184,0.24,0.18,0.01,20.364,4.78,-8.49,4.05,20.335
2025-08-28 18:46:25.204,0.26,0.14,-0.03,20.384,4.69,-8.16,3.94,20.354
2025-08-28 18:46:25.228,0.3,0.13,-0.03,20.408,4.59,-8.0,4.01,20.378
2025-08-28 18:46:25.244,0.36,0.09,-0.0,20.424,4.6,-7.72,3.69,20.394
2025-08-28 18:46:25.260,0.36,0.09,0.02,20.44,4.63,-7.44,3.69,20.412
2025-08-28 18:46:25.284,0.25,0.08,0.04,20.464,4.33,-7.18,3.65,20.434
2025-08-28 18:46:25.306,0.11,0.06,0.03,20.486,4.5,-7.21,3.91,20.456
2025-08-28 18:46:25.326,0.05,0.06,0.03,20.506,4.26,-7.42,4.02,20.477
2025-08-28 18:46:25.342,0.16,0.04,0.03,20.522,4.0,-7.42,4.02,20.493
2025-08-28 18:46:25.361,0.39,0.03,0.03,20.541,3.63,-7.01,3.98,20.512
2025-08-28 18:46:25.381,0.56,0.01,0.02,20.561,3.23,-6.53,4.02,20.532
2025-08-28 18:46:25.402,0.7,-0.0,0.04,20.582,3.05,-5.99,3.65,20.552
2025-08-28 18:46:25.427,0.77,-0.01,0.08,20.607,2.87,-5.29,3.1,20.579
2025-08-28 18:46:25.442,0.83,0.0,0.08,20.622,2.56,-4.74,2.65,20.593
2025-08-28 18:46:25.465,0.79,0.06,0.08,20.645,2.26,-3.47,1.9,20.616
2025-08-28 18:46:25.483,0.73,0.17,0.08,20.663,2.05,-2.65,1.74,20.633
2025-08-28 18:46:25.503,0.64,0.27,0.1,20.683,1.76,-2.3,1.6,20.653
2025-08-28 18:46:25.530,0.53,0.27,0.12,20.71,1.59,-2.39,1.7,20.681
2025-08-28 18:46:25.541,0.3,0.17,0.12,20.721,1.51,-2.3,1.64,20.692
2025-08-28 18:46:25.561,0.04,0.08,0.11,20.741,1.66,-2.46,2.0,20.712
2025-08-28 18:46:25.583,-0.15,0.06,0.1,20.763,1.85,-3.36,2.6,20.734
2025-08-28 18:46:25.603,-0.22,0.0,0.04,20.783,1.67,-4.56,3.24,20.754
2025-08-28 18:46:25.626,-0.14,-0.11,-0.01,20.806,3.31,-5.48,4.94,20.777
2025-08-28 18:46:25.643,-0.18,-0.05,-0.02,20.823,4.45,-6.69,6.12,20.794
2025-08-28 18:46:25.663,-0.24,-0.01,-0.03,20.843,4.9,-8.2,7.04,20.814
2025-08-28 18:46:25.684,-0.25,-0.04,-0.08,20.864,4.95,-9.07,7.29,20.834
2025-08-28 18:46:25.703,-0.12,-0.04,-0.15,20.883,4.77,-8.9,6.99,20.853
2025-08-28 18:46:25.726,0.09,0.01,-0.09,20.906,4.92,-8.48,6.55,20.877
2025-08-28 18:46:25.744,0.31,0.07,-0.01,20.924,4.55,-7.94,6.25,20.894
2025-08-28 18:46:25.763,0.5,0.08,0.1,20.943,4.29,-7.12,5.71,20.914
2025-08-28 18:46:25.785,0.7,0.09,0.23,20.965,4.15,-6.71,5.33,20.935
2025-08-28 18:46:25.812,0.75,0.12,0.23,20.992,4.2,-6.16,4.84,20.964
2025-08-28 18:46:25.825,0.66,0.16,0.14,21.005,4.35,-5.64,4.66,20.975
2025-08-28 18:46:25.843,0.39,0.19,0.06,21.023,4.28,-5.25,4.94,20.994
2025-08-28 18:46:25.861,0.03,0.18,-0.01,21.041,3.96,-5.24,5.09,21.012
2025-08-28 18:46:25.884,-0.34,0.06,-0.1,21.064,3.73,-5.69,5.5,21.034
2025-08-28 18:46:25.910,-0.49,-0.02,-0.14,21.09,3.62,-6.06,5.89,21.062
2025-08-28 18:46:25.924,-0.43,-0.12,-0.13,21.104,3.64,-6.7,5.88,21.074
2025-08-28 18:46:25.946,-0.17,-0.21,-0.11,21.126,3.79,-7.02,5.61,21.097
2025-08-28 18:46:25.961,-0.09,-0.19,-0.07,21.141,4.29,-6.36,5.5,21.112
2025-08-28 18:46:25.983,-0.14,-0.16,-0.04,21.163,4.31,-6.13,5.56,21.133
2025-08-28 18:46:26.011,-0.27,-0.14,-0.04,21.191,4.44,-6.32,5.63,21.162
2025-08-28 18:46:26.024,-0.33,-0.14,-0.03,21.204,4.47,-6.48,5.74,21.174
2025-08-28 18:46:26.042,-0.31,-0.13,-0.05,21.222,4.23,-6.72,5.66,21.193
2025-08-28 18:46:26.063,-0.19,-0.13,-0.09,21.243,4.12,-6.55,5.44,21.214
2025-08-28 18:46:26.083,-0.13,-0.14,-0.13,21.263,3.94,-6.31,5.19,21.233
2025-08-28 18:46:26.110,-0.23,-0.18,-0.16,21.29,3.81,-5.81,4.97,21.261
2025-08-28 18:46:26.124,-0.36,-0.23,-0.15,21.304,3.94,-5.47,4.85,21.274
2025-08-28 18:46:26.142,-0.44,-0.26,-0.13,21.322,3.34,-5.85,4.41,21.293
2025-08-28 18:46:26.162,-0.26,-0.31,-0.12,21.342,3.21,-5.77,3.78,21.312
2025-08-28 18:46:26.182,-0.11,-0.33,-0.11,21.362,3.14,-5.42,3.36,21.333
2025-08-28 18:46:26.208,-0.02,-0.31,-0.1,21.388,3.21,-4.78,2.85,21.359
2025-08-28 18:46:26.221,-0.03,-0.25,-0.03,21.401,3.18,-4.34,2.72,21.372
2025-08-28 18:46:26.242,-0.08,-0.23,-0.03,21.422,3.31,-4.18,2.45,21.393
2025-08-28 18:46:26.264,-0.26,-0.2,-0.01,21.444,3.46,-4.07,2.45,21.415
2025-08-28 18:46:26.290,-0.39,-0.19,-0.02,21.47,3.82,-4.18,2.61,21.441
2025-08-28 18:46:26.304,-0.49,-0.16,-0.02,21.484,4.24,-5.0,2.84,21.455
2025-08-28 18:46:26.323,-0.48,-0.11,-0.02,21.503,3.73,-5.89,3.59,21.474
2025-08-28 18:46:26.344,-0.43,-0.2,-0.02,21.524,3.27,-5.9,3.96,21.494
2025-08-28 18:46:26.363,-0.37,-0.29,-0.03,21.543,3.5,-5.72,3.94,21.514
2025-08-28 18:46:26.383,-0.31,-0.3,-0.04,21.563,4.13,-5.74,3.69,21.534
2025-08-28 18:46:26.407,-0.23,-0.19,-0.01,21.587,4.63,-6.01,3.67,21.558
2025-08-28 18:46:26.425,-0.23,-0.15,0.0,21.605,4.58,-6.18,3.77,21.576
2025-08-28 18:46:26.443,-0.3,-0.16,0.01,21.623,4.58,-6.38,3.75,21.593
2025-08-28 18:46:26.463,-0.43,-0.18,0.0,21.643,4.67,-6.74,3.73,21.613
2025-08-28 18:46:26.483,-0.47,-0.17,-0.03,21.663,4.8,-7.2,3.98,21.633
2025-08-28 18:46:26.508,-0.34,-0.16,-0.03,21.688,4.77,-7.48,4.05,21.658
2025-08-28 18:46:26.524,-0.31,-0.15,-0.05,21.704,4.56,-7.29,3.89,21.675
2025-08-28 18:46:26.541,-0.39,-0.15,-0.05,21.721,4.62,-7.19,3.64,21.692
2025-08-28 18:46:26.563,-0.5,-0.1,-0.03,21.743,4.86,-7.65,3.64,21.714
2025-08-28 18:46:26.586,-0.29,-0.06,0.04,21.766,4.89,-8.2,3.86,21.736
2025-08-28 18:46:26.606,-0.09,-0.03,0.08,21.786,4.42,-8.06,3.92,21.757
2025-08-28 18:46:26.623,0.08,-0.04,0.06,21.803,4.31,-7.4,3.86,21.774
2025-08-28 18:46:26.641,0.06,-0.04,0.03,21.821,4.71,-6.97,3.53,21.792
2025-08-28 18:46:26.662,-0.16,-0.0,0.02,21.842,5.28,-7.66,3.12,21.813
2025-08-28 18:46:26.683,-0.27,0.01,0.02,21.863,5.42,-8.08,3.22,21.833
2025-08-28 18:46:26.710,-0.29,0.02,0.0,21.89,4.95,-8.14,3.31,21.861
2025-08-28 18:46:26.722,-0.28,-0.01,-0.02,21.902,4.69,-8.09,3.35,21.873
2025-08-28 18:46:26.744,-0.3,-0.02,-0.07,21.924,5.03,-7.92,3.25,21.895
2025-08-28 18:46:26.762,-0.3,-0.04,-0.05,21.942,5.11,-8.37,3.47,21.912
2025-08-28 18:46:26.783,-0.21,-0.08,-0.04,21.963,5.24,-8.99,3.55,21.934
2025-08-28 18:46:26.807,-0.12,-0.17,-0.03,21.987,5.31,-9.11,3.43,21.958
2025-08-28 18:46:26.822,-0.06,-0.24,-0.07,22.002,5.8,-8.98,3.15,21.974
2025-08-28 18:46:26.841,-0.11,-0.16,-0.08,22.021,6.57,-9.07,3.22,21.992
2025-08-28 18:46:26.863,-0.08,-0.07,-0.05,22.043,6.02,-9.41,3.56,22.014
2025-08-28 18:46:26.884,0.01,-0.09,-0.02,22.064,5.68,-9.34,3.6,22.034
2025-08-28 18:46:26.907,0.02,-0.14,-0.05,22.087,6.02,-9.62,3.8,22.058
2025-08-28 18:46:26.922,-0.15,-0.12,-0.07,22.102,6.56,-9.91,3.98,22.073
2025-08-28 18:46:26.942,-0.21,-0.1,-0.07,22.122,6.67,-10.2,4.22,22.093
2025-08-28 18:46:26.961,-0.13,-0.11,-0.08,22.141,6.6,-10.23,4.04,22.112
2025-08-28 18:46:26.981,0.09,-0.11,-0.08,22.161,6.56,-10.36,3.79,22.132
2025-08-28 18:46:27.002,0.19,-0.09,-0.04,22.182,6.5,-10.29,3.78,22.153
2025-08-28 18:46:27.022,0.13,-0.06,0.02,22.202,6.88,-9.91,3.79,22.173
2025-08-28 18:46:27.044,-0.0,-0.05,0.04,22.224,7.32,-10.03,4.02,22.195
2025-08-28 18:46:27.065,-0.1,-0.05,0.01,22.245,7.83,-10.62,3.98,22.215
2025-08-28 18:46:27.091,-0.01,-0.03,-0.03,22.271,7.59,-10.82,4.24,22.242
2025-08-28 18:46:27.104,0.19,-0.0,-0.06,22.284,7.38,-10.99,4.35,22.255
2025-08-28 18:46:27.123,0.14,0.01,-0.09,22.303,7.5,-10.95,4.36,22.273
2025-08-28 18:46:27.141,0.06,0.01,-0.06,22.321,7.62,-10.87,4.45,22.292
2025-08-28 18:46:27.162,-0.01,-0.02,-0.03,22.342,7.52,-10.43,4.33,22.312
2025-08-28 18:46:27.183,0.03,-0.0,-0.0,22.363,7.26,-10.24,4.21,22.333
2025-08-28 18:46:27.208,0.17,0.04,-0.0,22.388,6.97,-10.12,3.86,22.359
2025-08-28 18:46:27.226,0.27,0.11,0.0,22.406,7.38,-9.93,3.95,22.377
2025-08-28 18:46:27.240,0.27,0.16,0.02,22.42,6.97,-10.18,3.98,22.392
2025-08-28 18:46:27.262,0.24,0.13,0.04,22.442,6.67,-9.96,3.71,22.413
2025-08-28 18:46:27.283,0.1,0.11,-0.01,22.463,6.4,-9.54,3.52,22.433
2025-08-28 18:46:27.308,0.03,0.1,-0.05,22.488,5.96,-9.28,3.37,22.46
2025-08-28 18:46:27.323,0.09,0.08,-0.04,22.503,5.65,-9.3,3.04,22.474
2025-08-28 18:46:27.342,0.14,0.05,0.02,22.522,5.72,-9.35,2.96,22.493
2025-08-28 18:46:27.363,0.11,0.01,0.1,22.543,6.19,-9.17,3.11,22.513
2025-08-28 18:46:27.388,-0.03,-0.0,0.11,22.568,6.24,-9.1,3.47,22.539
2025-08-28 18:46:27.403,-0.14,-0.01,0.1,22.583,6.23,-9.09,3.75,22.554
2025-08-28 18:46:27.424,0.0,0.03,0.13,22.604,5.87,-9.65,3.62,22.575
2025-08-28 18:46:27.441,0.21,0.05,0.13,22.621,5.37,-9.71,3.48,22.592
2025-08-28 18:46:27.462,0.29,0.07,0.12,22.642,5.54,-9.05,3.36,22.612
2025-08-28 18:46:27.482,0.19,0.1,0.15,22.662,5.75,-9.03,3.51,22.633
2025-08-28 18:46:27.505,0.15,0.1,0.19,22.685,5.99,-8.98,3.66,22.655
2025-08-28 18:46:27.523,0.25,0.12,0.22,22.703,6.1,-9.18,3.68,22.674
2025-08-28 18:46:27.545,0.4,0.14,0.19,22.725,5.73,-9.4,3.59,22.695
2025-08-28 18:46:27.562,0.49,0.14,0.13,22.742,5.61,-8.91,3.57,22.713
2025-08-28 18:46:27.582,0.45,0.14,0.06,22.762,5.79,-8.17,3.61,22.733
2025-08-28 18:46:27.608,0.38,0.16,0.0,22.788,6.14,-7.8,3.78,22.758
2025-08-28 18:46:27.621,0.33,0.25,-0.07,22.801,5.92,-8.06,3.5,22.772
2025-08-28 18:46:27.642,0.32,0.24,-0.18,22.822,5.54,-8.44,3.45,22.792
2025-08-28 18:46:27.662,0.26,0.25,-0.24,22.842,5.32,-7.72,3.56,22.813
