time,X_gyro,Y_gyro,Z_gyro,t_sec_gyro,X_accel,Y_accel,Z_accel,t_sec_accel
2025-08-28 18:46:27.684,0.14,0.25,-0.24,22.864,4.87,-7.19,3.82,22.834
2025-08-28 18:46:27.707,0.21,0.16,-0.15,22.887,4.23,-7.31,3.97,22.858
2025-08-28 18:46:27.721,0.36,0.1,-0.08,22.901,4.23,-7.52,3.9,22.872
2025-08-28 18:46:27.743,0.42,0.13,-0.01,22.923,4.57,-7.12,4.01,22.894
2025-08-28 18:46:27.763,0.46,0.21,0.05,22.943,4.57,-7.01,4.29,22.913
2025-08-28 18:46:27.789,0.52,0.26,0.12,22.969,4.4,-6.85,4.45,22.941
2025-08-28 18:46:27.801,0.56,0.3,0.13,22.981,4.22,-6.48,4.33,22.953
2025-08-28 18:46:27.823,0.6,0.33,0.09,23.003,3.78,-6.0,4.18,22.974
2025-08-28 18:46:27.844,0.56,0.34,0.07,23.024,3.59,-5.28,3.89,22.994
2025-08-28 18:46:27.866,0.49,0.38,0.05,23.046,3.55,-4.6,3.7,23.016
2025-08-28 18:46:27.888,0.52,0.43,0.1,23.068,3.08,-4.63,3.5,23.04
2025-08-28 18:46:27.903,0.64,0.42,0.14,23.083,2.73,-4.59,3.11,23.054
2025-08-28 18:46:27.923,0.79,0.41,0.15,23.103,2.46,-4.29,2.86,23.074
2025-08-28 18:46:27.943,0.85,0.4,0.12,23.123,2.17,-3.68,2.5,23.093
2025-08-28 18:46:27.964,0.76,0.38,0.09,23.144,2.09,-2.9,2.28,23.114
2025-08-28 18:46:27.989,0.69,0.41,0.09,23.169,1.98,-2.8,2.02,23.14
2025-08-28 18:46:28.004,0.61,0.45,0.09,23.184,1.9,-2.51,2.0,23.155
2025-08-28 18:46:28.024,0.56,0.48,0.08,23.204,1.96,-2.51,2.3,23.175
2025-08-28 18:46:28.044,0.45,0.53,0.05,23.224,2.63,-3.01,3.04,23.194
2025-08-28 18:46:28.064,0.27,0.55,-0.0,23.244,2.54,-3.27,3.74,23.214
2025-08-28 18:46:28.090,0.09,0.49,-0.02,23.27,2.59,-3.78,4.79,23.241
2025-08-28 18:46:28.101,-0.09,0.39,-0.03,23.281,2.8,-4.95,6.17,23.252
2025-08-28 18:46:28.121,-0.43,0.19,-0.08,23.301,3.2,-5.88,7.36,23.273
2025-08-28 18:46:28.142,-0.75,-0.15,-0.17,23.322,3.51,-6.73,7.76,23.293
2025-08-28 18:46:28.164,-0.78,-0.34,-0.2,23.344,3.85,-8.29,7.62,23.314
2025-08-28 18:46:28.189,-0.54,-0.34,-0.18,23.369,4.12,-8.71,7.35,23.341
2025-08-28 18:46:28.201,-0.34,-0.22,-0.13,23.381,4.84,-7.5,7.12,23.352
2025-08-28 18:46:28.221,0.07,-0.01,-0.0,23.401,5.15,-7.06,6.5,23.372
2025-08-28 18:46:28.242,0.35,0.15,0.05,23.422,4.61,-6.57,5.91,23.393
2025-08-28 18:46:28.263,0.47,0.22,0.06,23.443,4.23,-5.7,5.61,23.413
2025-08-28 18:46:28.285,0.36,0.23,0.02,23.465,3.73,-5.11,5.59,23.436
2025-08-28 18:46:28.302,0.14,0.17,-0.03,23.482,3.48,-5.14,5.59,23.453
2025-08-28 18:46:28.323,-0.12,0.07,-0.1,23.503,3.48,-5.72,5.72,23.474
2025-08-28 18:46:28.345,-0.23,0.02,-0.16,23.525,3.55,-6.07,5.99,23.495
2025-08-28 18:46:28.371,-0.26,-0.04,-0.17,23.551,3.65,-6.27,6.23,23.522
2025-08-28 18:46:28.383,-0.23,-0.07,-0.17,23.563,3.79,-6.49,6.26,23.533
2025-08-28 18:46:28.402,-0.21,-0.1,-0.14,23.582,3.78,-6.28,5.86,23.554
2025-08-28 18:46:28.423,-0.21,-0.1,-0.09,23.603,3.84,-6.06,6.06,23.574
2025-08-28 18:46:28.443,-0.18,-0.08,-0.07,23.623,4.1,-6.46,5.81,23.594
2025-08-28 18:46:28.464,-0.22,-0.06,-0.03,23.644,4.18,-6.5,5.87,23.614
2025-08-28 18:46:28.486,-0.21,-0.07,-0.02,23.666,4.24,-6.76,6.04,23.637
2025-08-28 18:46:28.506,-0.21,-0.09,-0.0,23.686,3.95,-6.82,6.0,23.656
2025-08-28 18:46:28.523,-0.2,-0.14,-0.03,23.703,3.77,-6.51,5.79,23.674
2025-08-28 18:46:28.542,-0.22,-0.16,-0.03,23.722,3.96,-6.22,5.51,23.693
2025-08-28 18:46:28.562,-0.33,-0.13,-0.01,23.742,4.1,-6.14,5.24,23.713
2025-08-28 18:46:28.583,-0.41,-0.11,0.0,23.763,3.96,-6.3,5.35,23.734
2025-08-28 18:46:28.603,-0.41,-0.12,0.01,23.783,3.96,-6.58,5.55,23.753
2025-08-28 18:46:28.623,-0.41,-0.18,-0.0,23.803,3.98,-6.68,5.45,23.774
2025-08-28 18:46:28.645,-0.41,-0.25,-0.03,23.825,4.0,-6.48,5.44,23.795
2025-08-28 18:46:28.671,-0.42,-0.29,-0.03,23.851,4.06,-6.28,5.35,23.822
2025-08-28 18:46:28.685,-0.41,-0.29,-0.03,23.865,4.14,-6.37,5.16,23.836
2025-08-28 18:46:28.703,-0.37,-0.31,-0.05,23.883,4.03,-6.27,5.05,23.854
2025-08-28 18:46:28.723,-0.4,-0.34,-0.06,23.903,4.05,-6.19,4.96,23.874
2025-08-28 18:46:28.744,-0.41,-0.37,-0.08,23.924,3.9,-6.27,4.56,23.894
2025-08-28 18:46:28.772,-0.4,-0.4,-0.08,23.952,4.01,-6.07,4.2,23.923
2025-08-28 18:46:28.785,-0.36,-0.4,-0.07,23.965,4.05,-5.96,3.77,23.935
2025-08-28 18:46:28.805,-0.36,-0.37,-0.06,23.985,3.98,-6.04,3.61,23.955
2025-08-28 18:46:28.828,-0.42,-0.37,-0.08,24.008,4.08,-6.03,3.39,23.978
2025-08-28 18:46:28.852,-0.5,-0.37,-0.09,24.032,3.98,-5.86,3.38,24.003
2025-08-28 18:46:28.866,-0.53,-0.37,-0.1,24.046,3.76,-5.45,3.32,24.018
2025-08-28 18:46:28.883,-0.41,-0.37,-0.09,24.063,3.74,-5.38,3.08,24.034
2025-08-28 18:46:28.904,-0.26,-0.26,-0.06,24.084,4.15,-5.25,2.83,24.054
2025-08-28 18:46:28.924,-0.19,-0.14,-0.06,24.104,3.84,-4.94,2.64,24.075
2025-08-28 18:46:28.944,-0.18,-0.1,-0.06,24.124,3.58,-4.82,2.61,24.095
2025-08-28 18:46:28.972,-0.24,-0.12,-0.08,24.152,3.47,-4.81,2.76,24.122
2025-08-28 18:46:28.985,-0.35,-0.14,-0.08,24.165,3.27,-5.12,2.7,24.136
2025-08-28 18:46:29.003,-0.3,-0.16,-0.05,24.183,3.24,-5.55,2.62,24.154
2025-08-28 18:46:29.025,-0.18,-0.14,-0.02,24.205,3.4,-5.59,2.44,24.176
2025-08-28 18:46:29.044,-0.09,-0.09,-0.02,24.224,3.6,-5.53,2.29,24.194
2025-08-28 18:46:29.068,-0.12,-0.05,0.0,24.248,3.75,-5.94,2.28,24.22
2025-08-28 18:46:29.083,-0.27,-0.13,0.05,24.263,3.99,-6.15,2.87,24.234
2025-08-28 18:46:29.103,-0.36,-0.13,0.06,24.283,4.27,-6.48,3.32,24.254
2025-08-28 18:46:29.125,-0.35,-0.18,0.06,24.305,4.29,-6.95,3.37,24.275
2025-08-28 18:46:29.147,-0.27,-0.24,-0.01,24.327,4.49,-7.6,3.29,24.297
2025-08-28 18:46:29.168,-0.2,-0.19,-0.0,24.348,4.64,-7.29,3.25,24.319
2025-08-28 18:46:29.184,-0.3,-0.15,-0.01,24.364,4.78,-7.2,3.25,24.334
2025-08-28 18:46:29.204,-0.34,-0.09,-0.02,24.384,5.09,-7.7,3.46,24.355
2025-08-28 18:46:29.224,-0.28,-0.1,-0.0,24.404,4.99,-8.16,3.51,24.374
2025-08-28 18:46:29.244,-0.2,-0.11,0.0,24.424,5.12,-7.97,3.37,24.394
2025-08-28 18:46:29.269,-0.14,-0.12,0.01,24.449,5.58,-7.73,3.07,24.42
2025-08-28 18:46:29.284,-0.11,-0.07,0.01,24.464,5.74,-7.96,3.03,24.435
2025-08-28 18:46:29.305,-0.05,-0.03,0.03,24.485,5.5,-8.6,3.24,24.456
2025-08-28 18:46:29.323,-0.01,-0.01,0.03,24.503,5.71,-8.92,3.24,24.474
2025-08-28 18:46:29.347,-0.03,0.01,0.01,24.527,5.78,-8.78,3.21,24.496
2025-08-28 18:46:29.367,-0.11,-0.01,-0.01,24.547,5.82,-8.5,3.12,24.518
2025-08-28 18:46:29.385,-0.2,-0.0,-0.02,24.565,5.91,-8.33,3.04,24.536
2025-08-28 18:46:29.403,-0.15,0.06,-0.01,24.583,6.12,-8.63,3.25,24.553
2025-08-28 18:46:29.423,0.01,0.13,-0.02,24.603,5.64,-9.24,3.29,24.574
2025-08-28 18:46:29.444,0.07,0.04,-0.05,24.624,5.47,-9.05,3.24,24.595
2025-08-28 18:46:29.470,-0.16,-0.08,-0.09,24.65,5.84,-8.82,3.41,24.621
2025-08-28 18:46:29.484,-0.24,-0.1,-0.05,24.664,6.46,-9.03,3.33,24.634
2025-08-28 18:46:29.504,-0.2,-0.08,-0.01,24.684,6.93,-9.58,3.82,24.655
2025-08-28 18:46:29.525,-0.07,-0.02,-0.04,24.705,6.68,-10.19,4.34,24.675
2025-08-28 18:46:29.544,0.01,-0.04,-0.1,24.724,6.62,-10.71,4.08,24.695
2025-08-28 18:46:29.567,-0.13,-0.05,-0.15,24.747,7.48,-10.72,3.91,24.718
2025-08-28 18:46:29.584,-0.27,0.07,-0.2,24.764,8.7,-10.5,4.15,24.735
2025-08-28 18:46:29.604,-0.13,0.27,-0.16,24.784,8.59,-12.15,4.71,24.754
2025-08-28 18:46:29.626,0.02,0.31,-0.13,24.806,6.96,-12.91,4.54,24.777
2025-08-28 18:46:29.654,0.17,0.17,-0.06,24.834,6.67,-12.37,4.56,24.805
2025-08-28 18:46:29.662,0.14,0.07,0.0,24.842,7.22,-10.94,4.62,24.813
2025-08-28 18:46:29.683,0.16,0.13,0.14,24.863,7.99,-10.78,4.79,24.834
2025-08-28 18:46:29.703,0.25,0.23,0.19,24.883,8.02,-11.19,4.89,24.854
2025-08-28 18:46:29.725,0.26,0.24,0.17,24.905,7.38,-11.25,4.98,24.875
2025-08-28 18:46:29.753,0.24,0.2,0.09,24.933,7.32,-10.59,4.72,24.904
2025-08-28 18:46:29.764,0.19,0.21,0.04,24.944,7.18,-10.01,4.36,24.915
2025-08-28 18:46:29.785,0.19,0.23,0.05,24.965,6.73,-9.57,4.19,24.936
2025-08-28 18:46:29.803,0.14,0.21,0.06,24.983,6.07,-9.62,4.22,24.954
2025-08-28 18:46:29.825,0.14,0.13,0.09,25.005,5.43,-9.64,4.12,24.975
2025-08-28 18:46:29.852,0.12,-0.02,0.08,25.032,5.46,-9.27,3.75,25.003
2025-08-28 18:46:29.864,-0.0,-0.1,0.11,25.044,5.93,-8.35,3.36,25.015
2025-08-28 18:46:29.884,-0.17,-0.06,0.18,25.064,6.39,-7.97,3.42,25.034
2025-08-28 18:46:29.903,-0.2,0.0,0.19,25.083,6.14,-8.52,3.62,25.054
2025-08-28 18:46:29.925,-0.15,-0.0,0.14,25.105,6.01,-9.62,3.55,25.075
2025-08-28 18:46:29.949,-0.13,-0.0,0.08,25.129,5.88,-10.06,3.71,25.099
2025-08-28 18:46:29.965,-0.04,-0.0,0.07,25.145,5.45,-9.51,3.69,25.115
2025-08-28 18:46:29.984,-0.05,0.01,0.07,25.164,5.57,-8.92,3.62,25.134
2025-08-28 18:46:30.004,-0.03,0.05,0.09,25.184,5.72,-8.93,3.47,25.154
2025-08-28 18:46:30.025,0.05,0.13,0.1,25.205,5.51,-9.57,3.26,25.175
2025-08-28 18:46:30.052,0.17,0.09,0.12,25.232,5.28,-9.44,3.11,25.202
2025-08-28 18:46:30.064,0.23,0.08,0.15,25.244,5.17,-9.14,2.93,25.215
2025-08-28 18:46:30.085,0.29,0.05,0.17,25.265,4.69,-9.15,3.14,25.236
2025-08-28 18:46:30.106,0.37,0.03,0.14,25.286,5.04,-8.49,3.13,25.256
2025-08-28 18:46:30.125,0.33,0.07,0.15,25.305,5.36,-8.19,2.42,25.275
2025-08-28 18:46:30.152,0.21,0.11,0.19,25.332,5.01,-7.91,2.59,25.303
2025-08-28 18:46:30.162,0.0,0.17,0.23,25.342,5.05,-7.75,2.81,25.314
2025-08-28 18:46:30.182,-0.07,0.27,0.23,25.362,4.88,-7.75,3.33,25.334
2025-08-28 18:46:30.203,0.11,0.33,0.13,25.383,3.92,-8.19,3.75,25.354
2025-08-28 18:46:30.223,0.29,0.24,0.09,25.403,3.88,-8.2,3.79,25.374
2025-08-28 18:46:30.247,0.29,0.19,0.07,25.427,4.07,-8.11,3.72,25.398
2025-08-28 18:46:30.265,0.1,0.1,-0.02,25.445,4.4,-7.98,3.48,25.415
2025-08-28 18:46:30.284,-0.0,0.06,-0.07,25.464,5.01,-7.78,3.4,25.434
2025-08-28 18:46:30.304,-0.06,0.03,-0.09,25.484,4.59,-8.04,3.39,25.454
2025-08-28 18:46:30.324,-0.01,-0.0,-0.11,25.504,4.07,-8.14,3.6,25.475
2025-08-28 18:46:30.348,0.0,-0.05,-0.11,25.528,3.94,-8.26,3.92,25.5
2025-08-28 18:46:30.364,-0.0,-0.11,-0.1,25.544,3.74,-8.68,4.12,25.515
2025-08-28 18:46:30.384,0.02,-0.2,-0.09,25.564,3.98,-8.56,4.22,25.534
2025-08-28 18:46:30.404,0.3,-0.25,-0.08,25.584,3.94,-8.88,4.21,25.554
2025-08-28 18:46:30.430,0.53,-0.27,-0.11,25.61,3.65,-8.35,3.82,25.578
2025-08-28 18:46:30.448,0.73,-0.3,-0.13,25.628,3.25,-7.29,3.36,25.598
2025-08-28 18:46:30.465,0.93,-0.27,-0.1,25.645,3.02,-5.2,2.15,25.615
2025-08-28 18:46:30.485,0.95,-0.15,-0.06,25.665,2.9,-4.13,1.67,25.635
2025-08-28 18:46:30.504,0.85,0.03,-0.02,25.684,2.64,-3.44,1.77,25.654
2025-08-28 18:46:30.525,0.7,0.2,-0.01,25.705,2.21,-3.23,2.03,25.675
2025-08-28 18:46:30.549,0.57,0.25,0.04,25.729,2.08,-3.43,2.12,25.7
2025-08-28 18:46:30.563,0.59,0.22,0.05,25.743,1.98,-3.9,2.02,25.714
2025-08-28 18:46:30.586,0.62,0.22,0.02,25.766,1.74,-3.56,1.72,25.737
2025-08-28 18:46:30.605,0.67,0.23,0.01,25.785,1.56,-3.12,1.65,25.756
2025-08-28 18:46:30.625,0.55,0.28,-0.0,25.805,2.12,-2.67,1.6,25.775
2025-08-28 18:46:30.647,0.34,0.34,-0.01,25.827,2.5,-2.68,2.44,25.799
2025-08-28 18:46:30.665,0.06,0.34,0.07,25.845,2.48,-3.63,3.84,25.815
2025-08-28 18:46:30.685,-0.14,0.18,0.12,25.865,2.94,-5.41,5.38,25.835
2025-08-28 18:46:30.705,-0.52,-0.07,0.13,25.885,4.07,-7.03,6.51,25.855
2025-08-28 18:46:30.726,-0.84,-0.29,0.12,25.906,5.23,-8.29,6.72,25.876
2025-08-28 18:46:30.747,-0.69,-0.46,0.0,25.927,5.56,-10.61,6.41,25.898
2025-08-28 18:46:30.763,-0.3,-0.38,-0.06,25.943,5.36,-11.21,6.1,25.914
2025-08-28 18:46:30.786,0.03,-0.16,-0.03,25.966,5.54,-7.89,5.46,25.936
2025-08-28 18:46:30.806,0.18,0.05,0.09,25.986,5.61,-6.61,4.78,25.956
2025-08-28 18:46:30.830,0.29,0.21,0.19,26.01,5.31,-6.68,4.54,25.982
2025-08-28 18:46:30.846,0.3,0.22,0.21,26.026,4.93,-6.62,4.58,25.996
2025-08-28 18:46:30.865,0.33,0.17,0.13,26.045,4.62,-6.56,4.56,26.016
2025-08-28 18:46:30.886,0.2,0.1,-0.01,26.066,4.44,-6.36,4.57,26.037
2025-08-28 18:46:30.906,-0.0,0.05,-0.1,26.086,4.35,-5.98,4.56,26.057
2025-08-28 18:46:30.932,-0.23,0.03,-0.16,26.112,4.25,-5.89,4.72,26.084
2025-08-28 18:46:30.946,-0.4,-0.0,-0.21,26.126,4.26,-6.33,4.64,26.096
2025-08-28 18:46:30.964,-0.44,-0.04,-0.2,26.144,4.32,-7.26,4.85,26.115
2025-08-28 18:46:30.986,-0.33,-0.03,-0.18,26.166,4.33,-7.52,4.87,26.137
2025-08-28 18:46:31.007,-0.23,-0.05,-0.18,26.187,4.34,-7.29,5.01,26.157
2025-08-28 18:46:31.029,-0.21,-0.08,-0.18,26.209,4.38,-7.06,4.97,26.179
2025-08-28 18:46:31.046,-0.3,-0.1,-0.16,26.226,4.54,-7.11,4.92,26.197
2025-08-28 18:46:31.068,-0.37,-0.09,-0.14,26.248,4.54,-6.86,4.94,26.219
2025-08-28 18:46:31.086,-0.39,-0.08,-0.12,26.266,4.58,-6.52,4.81,26.236
2025-08-28 18:46:31.107,-0.31,-0.08,-0.12,26.287,4.36,-6.87,4.4,26.257
2025-08-28 18:46:31.129,-0.34,-0.14,-0.15,26.309,3.8,-6.26,4.16,26.279
2025-08-28 18:46:31.146,-0.56,-0.22,-0.15,26.326,3.76,-5.56,4.16,26.296
2025-08-28 18:46:31.166,-0.77,-0.28,-0.12,26.346,4.03,-5.7,4.15,26.316
2025-08-28 18:46:31.185,-0.8,-0.28,-0.11,26.365,3.93,-6.25,3.78,26.335
2025-08-28 18:46:31.207,-0.54,-0.31,-0.18,26.387,3.42,-6.66,3.6,26.357
2025-08-28 18:46:31.230,-0.34,-0.32,-0.2,26.41,3.15,-6.15,3.22,26.382
2025-08-28 18:46:31.246,-0.33,-0.3,-0.18,26.426,3.29,-5.21,2.9,26.397
2025-08-28 18:46:31.266,-0.38,-0.24,-0.14,26.446,3.46,-4.69,2.62,26.417
2025-08-28 18:46:31.287,-0.43,-0.15,-0.1,26.467,3.71,-4.97,2.22,26.437
2025-08-28 18:46:31.307,-0.29,-0.11,-0.08,26.487,3.65,-5.24,1.82,26.457
2025-08-28 18:46:31.330,-0.16,-0.09,-0.05,26.51,3.39,-5.11,1.55,26.48
2025-08-28 18:46:31.346,-0.01,-0.09,-0.06,26.526,3.63,-5.05,1.18,26.497
2025-08-28 18:46:31.366,-0.03,-0.09,-0.08,26.546,4.09,-4.92,1.43,26.517
2025-08-28 18:46:31.389,-0.01,-0.06,-0.06,26.569,4.49,-4.57,1.16,26.539
2025-08-28 18:46:31.415,-0.14,-0.11,-0.09,26.595,4.34,-4.94,1.35,26.566
2025-08-28 18:46:31.425,-0.34,-0.14,-0.1,26.605,4.49,-4.92,1.61,26.576
2025-08-28 18:46:31.446,-0.59,-0.13,-0.09,26.626,4.33,-5.36,2.55,26.596
2025-08-28 18:46:31.466,-0.63,-0.08,-0.11,26.646,4.19,-6.42,3.38,26.616
2025-08-28 18:46:31.485,-0.41,-0.1,-0.07,26.665,4.38,-6.42,3.26,26.636
2025-08-28 18:46:31.507,-0.28,-0.16,-0.04,26.687,4.74,-6.75,2.6,26.657
2025-08-28 18:46:31.531,-0.22,-0.12,-0.0,26.711,4.57,-8.2,2.53,26.682
2025-08-28 18:46:31.548,-0.19,-0.12,0.03,26.728,4.01,-8.15,2.63,26.698
2025-08-28 18:46:31.568,-0.14,-0.19,0.02,26.748,4.24,-7.27,2.61,26.718
2025-08-28 18:46:31.587,-0.12,-0.2,0.03,26.767,4.91,-6.86,2.6,26.737
2025-08-28 18:46:31.614,-0.09,-0.11,0.08,26.794,5.28,-7.47,2.4,26.766
2025-08-28 18:46:31.626,0.08,-0.04,0.16,26.806,5.34,-8.43,2.33,26.777
2025-08-28 18:46:31.647,0.18,-0.04,0.18,26.827,5.0,-8.34,2.58,26.797
2025-08-28 18:46:31.666,0.15,-0.05,0.16,26.846,4.97,-8.14,2.98,26.817
2025-08-28 18:46:31.687,0.03,-0.08,0.1,26.867,5.32,-8.03,3.02,26.837
2025-08-28 18:46:31.714,-0.0,-0.05,0.04,26.894,5.73,-8.54,3.01,26.865
2025-08-28 18:46:31.726,0.06,0.02,0.03,26.906,5.74,-9.04,2.87,26.877
2025-08-28 18:46:31.746,0.16,0.07,0.04,26.926,5.45,-9.01,2.94,26.897
2025-08-28 18:46:31.766,0.2,0.08,0.04,26.946,5.33,-8.23,2.88,26.916
2025-08-28 18:46:31.787,0.06,0.12,0.05,26.967,5.83,-7.8,2.99,26.937
2025-08-28 18:46:31.809,-0.09,0.18,0.03,26.989,5.88,-8.49,3.41,26.96
2025-08-28 18:46:31.831,-0.06,0.11,0.06,27.011,5.61,-8.61,3.47,26.978
2025-08-28 18:46:31.851,-0.08,-0.0,0.07,27.031,5.39,-7.97,2.93,27.002
2025-08-28 18:46:31.867,-0.1,-0.06,0.01,27.047,5.36,-8.58,2.26,27.018
2025-08-28 18:46:31.889,-0.26,-0.04,-0.03,27.069,5.76,-9.33,2.69,27.037
2025-08-28 18:46:31.906,-0.29,0.02,-0.05,27.086,5.76,-9.7,3.11,27.057
2025-08-28 18:46:31.927,-0.21,0.01,-0.09,27.107,5.92,-10.76,3.0,27.078
2025-08-28 18:46:31.945,-0.07,-0.05,-0.1,27.125,6.36,-11.32,3.25,27.096
2025-08-28 18:46:31.967,0.04,-0.11,-0.11,27.147,6.59,-11.13,3.37,27.117
2025-08-28 18:46:31.987,0.15,-0.11,-0.12,27.167,7.01,-11.04,3.6,27.137
2025-08-28 18:46:32.011,0.25,-0.02,-0.11,27.191,7.4,-10.93,4.02,27.162
2025-08-28 18:46:32.028,0.24,0.12,-0.07,27.208,7.92,-10.86,4.26,27.179
2025-08-28 18:46:32.047,0.24,0.23,-0.02,27.227,7.87,-11.13,4.69,27.197
2025-08-28 18:46:32.070,0.23,0.27,-0.05,27.25,7.43,-11.05,5.0,27.218
2025-08-28 18:46:32.085,0.34,0.27,-0.08,27.265,7.34,-11.41,4.81,27.237
2025-08-28 18:46:32.114,0.41,0.27,-0.08,27.294,7.12,-11.15,4.83,27.265
2025-08-28 18:46:32.126,0.25,0.22,-0.05,27.306,7.07,-10.3,4.68,27.277
2025-08-28 18:46:32.146,0.12,0.18,-0.0,27.326,7.58,-10.57,4.68,27.297
2025-08-28 18:46:32.169,0.08,0.15,0.0,27.349,7.6,-11.37,4.66,27.319
2025-08-28 18:46:32.190,0.14,0.11,-0.03,27.37,7.54,-11.75,4.68,27.34
2025-08-28 18:46:32.214,0.15,0.06,-0.05,27.394,7.54,-11.03,4.68,27.364
2025-08-28 18:46:32.226,-0.06,0.01,-0.09,27.406,7.93,-9.98,4.61,27.377
2025-08-28 18:46:32.247,-0.23,0.04,-0.07,27.427,8.13,-9.55,4.32,27.398
2025-08-28 18:46:32.268,-0.19,0.15,-0.03,27.448,7.54,-10.4,4.4,27.419
2025-08-28 18:46:32.289,0.01,0.18,0.02,27.469,6.95,-10.5,4.29,27.439
2025-08-28 18:46:32.310,0.16,0.16,0.03,27.49,6.87,-9.58,4.2,27.46
2025-08-28 18:46:32.329,0.01,0.13,-0.0,27.509,6.94,-8.78,3.9,27.479
2025-08-28 18:46:32.351,-0.25,0.16,-0.03,27.531,7.18,-8.53,3.5,27.501
2025-08-28 18:46:32.370,-0.33,0.27,-0.02,27.55,7.2,-8.84,3.37,27.52
2025-08-28 18:46:32.394,-0.34,0.42,-0.02,27.574,5.95,-8.83,3.32,27.544
2025-08-28 18:46:32.409,-0.21,0.41,-0.04,27.589,5.62,-9.22,2.96,27.56
2025-08-28 18:46:32.429,-0.12,0.34,-0.13,27.609,5.26,-9.59,2.56,27.579
2025-08-28 18:46:32.447,-0.22,0.23,-0.19,27.627,4.4,-9.25,2.66,27.598
2025-08-28 18:46:32.468,-0.39,0.08,-0.16,27.648,3.26,-8.87,3.01,27.619
2025-08-28 18:46:32.496,-0.2,-0.01,-0.06,27.676,3.21,-9.21,2.93,27.648
2025-08-28 18:46:32.508,0.04,-0.07,0.01,27.688,3.34,-9.54,2.61,27.659
2025-08-28 18:46:32.528,0.09,-0.1,0.06,27.708,3.88,-8.93,2.63,27.679
2025-08-28 18:46:32.548,-0.01,-0.11,0.16,27.728,5.08,-8.5,3.05,27.698
2025-08-28 18:46:32.569,-0.05,-0.05,0.23,27.749,5.76,-9.06,3.26,27.719
2025-08-28 18:46:32.594,0.11,0.01,0.22,27.774,5.73,-9.94,3.43,27.744
2025-08-28 18:46:32.609,0.38,0.04,0.15,27.789,5.54,-9.67,3.04,27.759
2025-08-28 18:46:32.629,0.52,0.05,0.05,27.809,5.63,-9.07,2.71,27.78
2025-08-28 18:46:32.649,0.34,-0.0,-0.04,27.829,5.05,-8.2,3.05,27.8
2025-08-28 18:46:32.672,-0.03,-0.25,-0.15,27.852,4.95,-7.85,2.74,27.822
2025-08-28 18:46:32.692,-0.25,-0.36,-0.18,27.872,4.88,-7.68,2.66,27.843
2025-08-28 18:46:32.708,-0.62,-0.41,-0.21,27.888,4.62,-8.33,2.9,27.859
2025-08-28 18:46:32.729,-0.92,-0.61,-0.2,27.909,4.09,-8.82,3.48,27.88
2025-08-28 18:46:32.749,-0.8,-0.84,-0.12,27.929,4.1,-8.91,3.12,27.899
2025-08-28 18:46:32.769,-0.82,-1.08,-0.16,27.949,4.17,-9.36,3.2,27.92
2025-08-28 18:46:32.794,-0.75,-1.35,-0.13,27.974,4.16,-9.1,2.77,27.946
2025-08-28 18:46:32.810,-0.43,-1.54,0.03,27.99,3.82,-8.09,1.38,27.961
2025-08-28 18:46:32.831,0.07,-1.42,0.21,28.011,2.77,-6.56,0.52,27.981
2025-08-28 18:46:32.848,0.68,-1.34,0.35,28.028,2.07,-5.19,0.09,27.999
2025-08-28 18:46:32.869,0.99,-1.27,0.55,28.049,1.61,-4.1,0.05,28.019
2025-08-28 18:46:32.896,0.85,-1.19,0.76,28.076,1.18,-4.01,0.65,28.047
2025-08-28 18:46:32.908,0.79,-1.17,0.94,28.088,0.81,-3.3,0.81,28.059
2025-08-28 18:46:32.928,0.99,-1.09,1.12,28.108,0.32,-2.55,0.71,28.079
2025-08-28 18:46:32.949,1.46,-0.98,1.16,28.129,-0.6,-2.82,1.58,28.099
2025-08-28 18:46:32.970,3.01,0.19,1.05,28.15,-2.14,-3.79,1.55,28.12
2025-08-28 18:46:32.991,3.4,-0.52,0.69,28.171,-0.34,-2.15,1.25,28.142
2025-08-28 18:46:33.007,3.7,-1.36,1.33,28.187,1.66,-0.8,2.36,28.158
2025-08-28 18:46:33.028,3.53,-1.27,1.61,28.208,0.56,-0.18,2.49,28.179
2025-08-28 18:46:33.049,3.13,-1.48,1.93,28.229,-0.38,-0.25,2.18,28.199
2025-08-28 18:46:33.069,2.65,-1.96,2.48,28.249,0.13,-0.83,1.94,28.219
2025-08-28 18:46:33.093,2.44,-2.11,2.97,28.273,0.29,-1.27,2.03,28.244
2025-08-28 18:46:33.110,2.18,-2.25,3.57,28.29,0.06,-1.75,1.95,28.26
2025-08-28 18:46:33.129,1.52,-2.25,4.15,28.309,-0.33,-2.16,2.32,28.28
2025-08-28 18:46:33.150,0.05,-2.09,4.8,28.33,-0.84,-2.62,3.1,28.3
2025-08-28 18:46:33.178,-1.16,-2.03,5.04,28.358,-1.53,-6.16,3.85,28.329
2025-08-28 18:46:33.189,-1.86,-2.01,5.07,28.369,-2.45,-9.43,3.93,28.339
2025-08-28 18:46:33.208,-1.99,-2.06,4.83,28.388,-3.04,-12.26,3.48,28.359
2025-08-28 18:46:33.229,-0.81,-2.14,4.53,28.409,-2.45,-14.45,3.61,28.38
2025-08-28 18:46:33.250,0.04,-1.87,4.45,28.43,-1.52,-14.2,4.08,28.4
2025-08-28 18:46:33.274,0.05,-1.51,4.25,28.454,-1.31,-11.53,4.64,28.424
