time,X,Y,Z
2025-08-28 18:46:14.053,2.44,-4.93,3.02
2025-08-28 18:46:14.075,2.41,-5.2,3.08
2025-08-28 18:46:14.092,2.91,-5.47,3.13
2025-08-28 18:46:14.112,3.19,-5.46,2.9
2025-08-28 18:46:14.137,3.34,-5.51,3.18
2025-08-28 18:46:14.154,3.78,-5.49,3.7
2025-08-28 18:46:14.172,3.79,-6.13,3.42
2025-08-28 18:46:14.194,4.41,-7.02,3.3
2025-08-28 18:46:14.223,4.75,-8.22,3.45
2025-08-28 18:46:14.234,3.73,-8.58,4.16
2025-08-28 18:46:14.253,3.08,-7.7,4.03
2025-08-28 18:46:14.273,3.97,-7.66,3.88
2025-08-28 18:46:14.294,4.79,-7.89,3.65
2025-08-28 18:46:14.321,5.49,-7.86,3.71
2025-08-28 18:46:14.333,5.15,-7.68,3.51
2025-08-28 18:46:14.353,4.98,-8.08,3.13
2025-08-28 18:46:14.374,5.38,-8.82,3.13
2025-08-28 18:46:14.396,5.2,-8.44,3.09
2025-08-28 18:46:14.418,5.14,-8.2,2.89
2025-08-28 18:46:14.434,5.34,-8.46,2.92
2025-08-28 18:46:14.454,5.29,-9.1,2.93
2025-08-28 18:46:14.474,4.97,-9.36,3.09
2025-08-28 18:46:14.494,5.38,-9.51,3.0
2025-08-28 18:46:14.521,5.93,-9.64,3.2
2025-08-28 18:46:14.535,5.55,-9.37,3.45
2025-08-28 18:46:14.556,5.39,-9.37,3.4
2025-08-28 18:46:14.574,5.22,-9.95,3.36
2025-08-28 18:46:14.597,5.29,-9.64,3.41
2025-08-28 18:46:14.617,5.58,-9.05,3.64
2025-08-28 18:46:14.635,5.84,-9.52,3.66
2025-08-28 18:46:14.654,6.02,-11.19,3.57
2025-08-28 18:46:14.674,5.82,-10.96,3.33
2025-08-28 18:46:14.696,6.16,-9.97,3.39
2025-08-28 18:46:14.722,6.96,-9.83,3.57
2025-08-28 18:46:14.736,7.65,-10.52,3.98
2025-08-28 18:46:14.754,7.67,-11.32,4.46
2025-08-28 18:46:14.775,7.12,-12.0,4.19
2025-08-28 18:46:14.795,6.94,-11.32,4.3
2025-08-28 18:46:14.819,6.82,-11.46,4.79
2025-08-28 18:46:14.837,6.37,-11.62,4.57
2025-08-28 18:46:14.856,6.51,-11.42,4.4
2025-08-28 18:46:14.878,6.78,-11.29,4.32
2025-08-28 18:46:14.904,6.66,-10.47,4.32
2025-08-28 18:46:14.915,6.42,-10.04,4.19
2025-08-28 18:46:14.935,6.43,-9.62,4.07
2025-08-28 18:46:14.955,6.61,-9.69,3.73
2025-08-28 18:46:14.975,6.56,-9.63,3.59
2025-08-28 18:46:15.004,6.03,-9.35,3.79
2025-08-28 18:46:15.015,6.18,-9.64,3.92
2025-08-28 18:46:15.037,5.89,-10.06,3.79
2025-08-28 18:46:15.055,5.88,-9.82,3.45
2025-08-28 18:46:15.075,6.17,-9.36,3.43
2025-08-28 18:46:15.100,5.86,-9.17,3.22
2025-08-28 18:46:15.117,5.78,-9.31,3.18
2025-08-28 18:46:15.134,5.29,-9.62,3.11
2025-08-28 18:46:15.156,5.23,-9.5,3.07
2025-08-28 18:46:15.178,5.27,-9.23,2.85
2025-08-28 18:46:15.200,5.24,-8.91,2.61
2025-08-28 18:46:15.216,5.22,-9.15,2.64
2025-08-28 18:46:15.236,5.39,-9.55,2.84
2025-08-28 18:46:15.255,5.59,-9.61,3.31
2025-08-28 18:46:15.276,5.33,-9.39,3.21
2025-08-28 18:46:15.302,5.54,-9.25,3.12
2025-08-28 18:46:15.317,5.8,-9.33,3.38
2025-08-28 18:46:15.337,5.95,-8.88,3.33
2025-08-28 18:46:15.358,5.6,-8.37,3.56
2025-08-28 18:46:15.386,5.12,-9.64,3.52
2025-08-28 18:46:15.397,5.13,-9.53,3.33
2025-08-28 18:46:15.416,5.83,-8.19,3.6
2025-08-28 18:46:15.436,5.81,-7.57,4.14
2025-08-28 18:46:15.456,5.17,-7.39,4.15
2025-08-28 18:46:15.476,4.53,-6.87,3.94
2025-08-28 18:46:15.500,4.17,-6.49,3.71
2025-08-28 18:46:15.519,3.65,-6.47,3.73
2025-08-28 18:46:15.536,3.28,-6.18,3.63
2025-08-28 18:46:15.557,2.82,-5.9,3.48
2025-08-28 18:46:15.576,2.4,-5.42,2.95
2025-08-28 18:46:15.599,2.24,-4.9,2.57
2025-08-28 18:46:15.616,2.01,-4.98,2.43
2025-08-28 18:46:15.636,1.9,-4.38,2.24
2025-08-28 18:46:15.657,1.83,-3.58,1.74
2025-08-28 18:46:15.683,1.54,-3.02,1.39
2025-08-28 18:46:15.697,1.47,-2.55,1.15
2025-08-28 18:46:15.717,1.41,-2.44,1.0
2025-08-28 18:46:15.736,1.53,-2.31,1.19
2025-08-28 18:46:15.757,2.03,-2.05,1.77
2025-08-28 18:46:15.783,2.14,-2.61,2.84
2025-08-28 18:46:15.798,1.9,-4.18,3.96
2025-08-28 18:46:15.817,2.33,-5.88,5.95
2025-08-28 18:46:15.840,3.5,-7.66,7.09
2025-08-28 18:46:15.858,4.95,-10.21,7.1
2025-08-28 18:46:15.883,5.29,-11.04,6.85
2025-08-28 18:46:15.899,5.3,-8.79,6.37
2025-08-28 18:46:15.916,5.2,-7.0,6.12
2025-08-28 18:46:15.937,4.76,-6.7,5.83
2025-08-28 18:46:15.958,4.24,-7.05,5.55
2025-08-28 18:46:15.986,3.75,-6.95,4.96
2025-08-28 18:46:16.000,3.44,-6.27,4.6
2025-08-28 18:46:16.018,3.16,-5.87,4.57
2025-08-28 18:46:16.039,3.25,-5.93,4.71
2025-08-28 18:46:16.058,3.48,-6.07,4.92
2025-08-28 18:46:16.082,3.43,-6.59,5.05
2025-08-28 18:46:16.099,3.34,-7.05,5.22
2025-08-28 18:46:16.117,3.47,-7.03,5.34
2025-08-28 18:46:16.139,3.95,-6.76,5.41
2025-08-28 18:46:16.169,4.03,-6.9,5.36
2025-08-28 18:46:16.178,4.23,-6.98,5.58
2025-08-28 18:46:16.199,4.13,-7.41,5.55
2025-08-28 18:46:16.219,4.25,-7.0,5.36
2025-08-28 18:46:16.239,4.03,-6.45,5.13
2025-08-28 18:46:16.269,3.87,-6.42,5.06
2025-08-28 18:46:16.278,3.83,-6.76,4.88
2025-08-28 18:46:16.300,3.44,-6.31,4.3
2025-08-28 18:46:16.322,3.37,-6.0,3.74
2025-08-28 18:46:16.348,3.17,-5.91,3.29
2025-08-28 18:46:16.360,3.01,-5.94,2.96
2025-08-28 18:46:16.379,2.82,-5.64,2.8
2025-08-28 18:46:16.401,2.76,-5.17,2.39
2025-08-28 18:46:16.419,2.96,-5.22,2.26
2025-08-28 18:46:16.440,3.07,-4.92,2.28
2025-08-28 18:46:16.468,3.09,-4.35,2.58
2025-08-28 18:46:16.481,2.7,-4.32,2.82
2025-08-28 18:46:16.501,2.59,-4.98,3.63
2025-08-28 18:46:16.520,2.78,-5.96,3.59
2025-08-28 18:46:16.540,3.04,-6.19,3.64
2025-08-28 18:46:16.566,3.04,-5.91,3.62
2025-08-28 18:46:16.580,2.87,-6.05,4.31
2025-08-28 18:46:16.600,3.23,-6.96,4.46
2025-08-28 18:46:16.621,3.7,-7.4,4.46
2025-08-28 18:46:16.642,3.76,-6.69,4.24
2025-08-28 18:46:16.666,3.93,-6.54,4.09
2025-08-28 18:46:16.680,4.18,-6.78,3.99
2025-08-28 18:46:16.701,4.45,-7.15,3.82
2025-08-28 18:46:16.720,4.69,-7.05,3.64
2025-08-28 18:46:16.740,4.75,-7.09,3.45
2025-08-28 18:46:16.763,4.59,-7.05,3.15
2025-08-28 18:46:16.781,4.67,-7.21,2.97
2025-08-28 18:46:16.801,4.36,-8.01,2.99
2025-08-28 18:46:16.822,4.42,-8.49,3.26
2025-08-28 18:46:16.841,4.76,-9.18,3.44
2025-08-28 18:46:16.859,5.23,-9.0,3.21
2025-08-28 18:46:16.879,5.4,-8.57,2.83
2025-08-28 18:46:16.899,5.41,-8.21,2.76
2025-08-28 18:46:16.920,5.45,-8.47,3.13
2025-08-28 18:46:16.941,5.44,-8.99,3.3
2025-08-28 18:46:16.963,5.53,-9.12,3.37
2025-08-28 18:46:16.980,5.44,-9.58,3.43
2025-08-28 18:46:17.000,5.48,-9.79,3.63
2025-08-28 18:46:17.021,5.99,-9.46,3.73
2025-08-28 18:46:17.046,6.39,-9.45,3.51
2025-08-28 18:46:17.060,6.23,-9.89,3.5
2025-08-28 18:46:17.079,5.75,-10.26,3.43
2025-08-28 18:46:17.102,5.63,-10.02,3.51
2025-08-28 18:46:17.122,5.98,-9.87,3.62
2025-08-28 18:46:17.146,6.72,-11.05,3.73
2025-08-28 18:46:17.161,6.79,-11.98,3.99
2025-08-28 18:46:17.180,6.98,-12.31,4.41
2025-08-28 18:46:17.201,7.47,-11.79,4.78
2025-08-28 18:46:17.220,7.77,-11.78,4.96
2025-08-28 18:46:17.241,7.7,-12.19,5.08
2025-08-28 18:46:17.261,7.46,-11.78,4.92
2025-08-28 18:46:17.284,7.06,-11.11,4.73
2025-08-28 18:46:17.301,6.72,-10.67,4.64
2025-08-28 18:46:17.321,6.86,-10.73,4.88
2025-08-28 18:46:17.347,7.07,-10.58,4.91
2025-08-28 18:46:17.362,6.8,-10.15,4.4
2025-08-28 18:46:17.380,6.7,-9.75,3.81
2025-08-28 18:46:17.403,6.72,-9.19,3.47
2025-08-28 18:46:17.428,6.22,-9.0,3.39
2025-08-28 18:46:17.445,6.09,-9.22,3.59
2025-08-28 18:46:17.462,5.6,-10.32,3.84
2025-08-28 18:46:17.481,5.24,-10.23,3.55
2025-08-28 18:46:17.503,5.72,-9.21,3.71
2025-08-28 18:46:17.530,6.1,-9.16,3.57
2025-08-28 18:46:17.544,5.7,-9.24,3.53
2025-08-28 18:46:17.562,5.42,-9.22,3.34
2025-08-28 18:46:17.583,5.24,-9.48,3.52
2025-08-28 18:46:17.610,5.25,-9.19,3.64
2025-08-28 18:46:17.627,5.4,-8.66,3.5
2025-08-28 18:46:17.645,5.36,-8.5,3.21
2025-08-28 18:46:17.663,5.39,-8.85,3.39
2025-08-28 18:46:17.682,5.57,-8.76,3.42
2025-08-28 18:46:17.703,5.53,-9.49,3.25
2025-08-28 18:46:17.728,5.38,-8.92,3.57
2025-08-28 18:46:17.744,5.66,-8.2,4.09
2025-08-28 18:46:17.763,5.89,-8.93,4.17
2025-08-28 18:46:17.783,5.7,-9.44,4.21
2025-08-28 18:46:17.803,5.03,-8.84,3.59
2025-08-28 18:46:17.830,4.53,-7.92,3.78
2025-08-28 18:46:17.842,3.99,-8.08,4.08
2025-08-28 18:46:17.864,3.89,-7.87,4.22
2025-08-28 18:46:17.883,3.81,-7.48,4.17
2025-08-28 18:46:17.904,3.82,-6.83,3.93
2025-08-28 18:46:17.929,3.59,-6.33,3.84
2025-08-28 18:46:17.944,3.31,-6.15,3.79
2025-08-28 18:46:17.964,3.02,-5.72,3.64
2025-08-28 18:46:17.983,2.68,-5.37,3.16
2025-08-28 18:46:18.004,2.51,-4.57,2.52
2025-08-28 18:46:18.028,2.32,-3.62,2.06
2025-08-28 18:46:18.043,2.03,-3.2,1.9
2025-08-28 18:46:18.064,1.68,-2.95,1.42
2025-08-28 18:46:18.085,1.39,-2.3,1.31
2025-08-28 18:46:18.112,1.03,-2.05,1.38
2025-08-28 18:46:18.124,0.86,-2.19,1.6
2025-08-28 18:46:18.142,1.28,-2.23,2.2
2025-08-28 18:46:18.164,1.68,-3.15,3.05
2025-08-28 18:46:18.186,2.07,-4.32,4.0
2025-08-28 18:46:18.211,2.58,-5.37,5.04
2025-08-28 18:46:18.225,3.49,-6.38,6.27
2025-08-28 18:46:18.246,4.39,-7.91,7.11
2025-08-28 18:46:18.265,4.7,-8.93,7.12
2025-08-28 18:46:18.285,4.94,-8.42,7.04
2025-08-28 18:46:18.309,5.03,-8.66,6.67
2025-08-28 18:46:18.325,4.61,-9.27,6.21
2025-08-28 18:46:18.343,3.97,-8.91,5.54
2025-08-28 18:46:18.365,3.6,-7.7,5.02
2025-08-28 18:46:18.385,3.5,-6.72,4.93
2025-08-28 18:46:18.409,3.38,-6.27,4.76
2025-08-28 18:46:18.426,3.04,-6.0,4.86
2025-08-28 18:46:18.444,2.55,-5.95,5.09
2025-08-28 18:46:18.465,2.55,-6.18,4.99
2025-08-28 18:46:18.485,2.65,-6.36,4.86
2025-08-28 18:46:18.511,3.14,-6.36,4.99
2025-08-28 18:46:18.525,3.35,-6.85,5.22
2025-08-28 18:46:18.545,3.49,-7.33,5.36
2025-08-28 18:46:18.569,3.67,-7.37,5.41
2025-08-28 18:46:18.594,3.81,-7.25,5.48
2025-08-28 18:46:18.605,3.85,-7.03,5.57
2025-08-28 18:46:18.625,3.73,-6.52,5.37
2025-08-28 18:46:18.646,3.43,-6.86,5.1
2025-08-28 18:46:18.666,3.15,-6.72,4.71
2025-08-28 18:46:18.695,3.14,-6.41,4.43
2025-08-28 18:46:18.708,3.23,-6.36,4.39
2025-08-28 18:46:18.727,3.05,-6.44,4.4
2025-08-28 18:46:18.746,3.08,-6.28,3.94
2025-08-28 18:46:18.766,3.04,-5.86,3.75
2025-08-28 18:46:18.793,3.36,-6.01,3.91
2025-08-28 18:46:18.807,3.47,-6.09,3.73
2025-08-28 18:46:18.825,3.5,-5.9,3.19
2025-08-28 18:46:18.846,3.19,-5.34,2.41
2025-08-28 18:46:18.866,2.7,-4.82,2.12
2025-08-28 18:46:18.890,2.43,-4.58,1.73
2025-08-28 18:46:18.906,2.64,-4.56,1.56
2025-08-28 18:46:18.926,2.79,-4.97,1.36
2025-08-28 18:46:18.946,2.93,-5.72,1.72
2025-08-28 18:46:18.967,2.91,-5.6,2.31
2025-08-28 18:46:18.992,3.15,-5.55,2.86
2025-08-28 18:46:19.007,3.75,-5.69,3.06
2025-08-28 18:46:19.027,4.01,-6.27,3.43
2025-08-28 18:46:19.049,4.22,-7.62,3.91
2025-08-28 18:46:19.077,4.61,-8.64,4.46
2025-08-28 18:46:19.090,4.32,-8.17,4.86
2025-08-28 18:46:19.107,3.19,-7.38,4.14
2025-08-28 18:46:19.127,3.75,-7.33,3.89
2025-08-28 18:46:19.147,4.21,-7.29,3.81
2025-08-28 18:46:19.168,4.04,-7.61,3.65
2025-08-28 18:46:19.191,3.81,-7.68,3.45
2025-08-28 18:46:19.209,4.17,-7.52,3.29
2025-08-28 18:46:19.227,4.7,-7.37,3.09
2025-08-28 18:46:19.247,5.01,-7.26,3.12
2025-08-28 18:46:19.268,4.52,-7.94,3.4
2025-08-28 18:46:19.291,5.12,-9.11,3.33
2025-08-28 18:46:19.308,5.37,-9.32,3.45
2025-08-28 18:46:19.329,5.1,-8.78,3.27
2025-08-28 18:46:19.350,4.79,-8.44,3.3
2025-08-28 18:46:19.373,4.91,-9.36,3.43
2025-08-28 18:46:19.388,5.07,-10.5,3.61
2025-08-28 18:46:19.407,5.04,-10.34,3.81
2025-08-28 18:46:19.428,5.44,-9.74,3.76
2025-08-28 18:46:19.449,5.73,-10.17,3.72
2025-08-28 18:46:19.472,5.54,-10.65,3.71
2025-08-28 18:46:19.488,5.51,-10.49,3.8
2025-08-28 18:46:19.508,5.96,-10.42,4.08
2025-08-28 18:46:19.531,6.86,-10.9,4.35
2025-08-28 18:46:19.558,6.97,-11.41,4.7
2025-08-28 18:46:19.571,6.58,-11.18,4.83
2025-08-28 18:46:19.589,6.48,-10.22,4.74
2025-08-28 18:46:19.608,6.61,-9.27,4.74
2025-08-28 18:46:19.630,6.12,-10.11,4.9
2025-08-28 18:46:19.649,5.69,-10.73,4.69
2025-08-28 18:46:19.676,6.15,-10.59,4.77
2025-08-28 18:46:19.690,6.64,-9.94,4.65
2025-08-28 18:46:19.709,6.64,-9.99,4.58
2025-08-28 18:46:19.729,6.43,-10.35,4.71
2025-08-28 18:46:19.749,6.25,-10.51,4.95
2025-08-28 18:46:19.775,6.76,-11.18,5.13
2025-08-28 18:46:19.790,6.76,-11.57,5.46
2025-08-28 18:46:19.810,6.46,-11.17,5.59
2025-08-28 18:46:19.830,5.9,-10.78,5.22
2025-08-28 18:46:19.858,6.47,-9.78,4.93
2025-08-28 18:46:19.870,7.85,-9.55,5.26
2025-08-28 18:46:19.890,7.7,-10.28,5.41
2025-08-28 18:46:19.909,5.86,-10.57,5.17
2025-08-28 18:46:19.930,4.4,-9.33,4.86
2025-08-28 18:46:19.957,4.15,-8.18,4.36
2025-08-28 18:46:19.971,4.4,-8.46,3.75
2025-08-28 18:46:19.990,4.8,-8.65,3.39
2025-08-28 18:46:20.011,4.92,-8.8,2.86
2025-08-28 18:46:20.031,4.75,-8.86,2.98
2025-08-28 18:46:20.059,4.17,-8.15,3.71
2025-08-28 18:46:20.070,3.85,-8.32,4.33
2025-08-28 18:46:20.091,5.97,-8.59,4.1
2025-08-28 18:46:20.110,6.74,-8.73,4.08
2025-08-28 18:46:20.130,6.75,-8.79,4.49
2025-08-28 18:46:20.158,6.28,-8.87,4.72
2025-08-28 18:46:20.173,5.96,-8.62,4.36
2025-08-28 18:46:20.190,5.7,-8.65,4.27
2025-08-28 18:46:20.211,5.54,-9.21,4.07
2025-08-28 18:46:20.231,5.8,-9.71,3.94
2025-08-28 18:46:20.256,5.77,-9.24,4.88
2025-08-28 18:46:20.270,5.92,-8.8,5.3
2025-08-28 18:46:20.291,5.56,-8.66,5.24
2025-08-28 18:46:20.313,5.19,-8.58,5.01
2025-08-28 18:46:20.332,4.56,-7.77,5.22
2025-08-28 18:46:20.356,4.1,-7.09,4.94
2025-08-28 18:46:20.371,3.89,-6.74,4.4
2025-08-28 18:46:20.391,3.57,-6.23,3.9
2025-08-28 18:46:20.413,3.12,-5.38,3.78
2025-08-28 18:46:20.437,2.42,-4.87,3.74
2025-08-28 18:46:20.451,2.31,-4.64,3.91
2025-08-28 18:46:20.472,2.0,-4.59,3.78
2025-08-28 18:46:20.493,1.9,-4.41,3.38
2025-08-28 18:46:20.511,1.74,-4.54,2.62
2025-08-28 18:46:20.539,1.95,-3.18,1.55
2025-08-28 18:46:20.551,1.99,-1.32,1.27
2025-08-28 18:46:20.571,1.63,-1.12,1.03
2025-08-28 18:46:20.592,0.76,-1.9,0.66
2025-08-28 18:46:20.612,0.61,-1.06,0.36
2025-08-28 18:46:20.639,0.59,-0.8,1.47
2025-08-28 18:46:20.654,0.99,-2.21,2.93
2025-08-28 18:46:20.670,2.12,-3.64,4.72
2025-08-28 18:46:20.692,2.28,-4.29,5.73
2025-08-28 18:46:20.712,2.42,-5.97,7.68
2025-08-28 18:46:20.736,2.84,-9.16,10.74
2025-08-28 18:46:20.752,4.54,-12.16,11.14
2025-08-28 18:46:20.771,4.4,-10.55,7.63
2025-08-28 18:46:20.792,4.03,-7.59,6.38
2025-08-28 18:46:20.815,3.39,-6.34,5.8
2025-08-28 18:46:20.837,2.48,-6.07,5.62
2025-08-28 18:46:20.852,2.28,-5.76,5.32
2025-08-28 18:46:20.872,2.71,-6.0,5.1
2025-08-28 18:46:20.892,3.18,-6.23,5.4
2025-08-28 18:46:20.912,3.31,-5.87,5.96
2025-08-28 18:46:20.938,3.3,-5.38,5.9
2025-08-28 18:46:20.953,3.45,-5.2,5.83
2025-08-28 18:46:20.974,3.48,-5.92,6.02
2025-08-28 18:46:20.994,3.25,-6.81,6.21
2025-08-28 18:46:21.013,2.96,-7.41,6.46
2025-08-28 18:46:21.036,2.75,-7.17,6.32
2025-08-28 18:46:21.053,2.95,-6.88,6.31
2025-08-28 18:46:21.073,3.11,-6.62,6.05
2025-08-28 18:46:21.093,3.07,-6.33,5.59
2025-08-28 18:46:21.113,3.0,-6.15,5.2
2025-08-28 18:46:21.138,3.14,-5.86,5.28
2025-08-28 18:46:21.153,3.16,-5.82,5.38
2025-08-28 18:46:21.174,3.08,-5.96,5.0
2025-08-28 18:46:21.195,3.05,-6.14,4.7
2025-08-28 18:46:21.221,2.96,-5.68,4.26
2025-08-28 18:46:21.232,2.9,-5.46,3.94
2025-08-28 18:46:21.254,2.9,-5.29,3.49
2025-08-28 18:46:21.274,2.85,-5.23,2.99
2025-08-28 18:46:21.295,2.68,-4.94,2.61
2025-08-28 18:46:21.321,2.74,-4.74,2.43
2025-08-28 18:46:21.333,2.85,-4.58,2.35
2025-08-28 18:46:21.354,3.12,-4.25,2.2
2025-08-28 18:46:21.374,3.12,-4.38,2.39
2025-08-28 18:46:21.394,3.26,-4.51,2.88
2025-08-28 18:46:21.419,3.37,-5.56,3.81
2025-08-28 18:46:21.435,3.0,-6.46,3.99
2025-08-28 18:46:21.457,3.08,-6.49,4.05
2025-08-28 18:46:21.472,3.48,-6.27,4.41
2025-08-28 18:46:21.494,3.75,-6.94,4.73
2025-08-28 18:46:21.520,3.82,-7.63,4.84
2025-08-28 18:46:21.534,3.67,-7.78,4.42
2025-08-28 18:46:21.552,3.32,-7.66,3.93
2025-08-28 18:46:21.573,3.59,-7.01,4.14
2025-08-28 18:46:21.594,3.77,-6.91,4.19
2025-08-28 18:46:21.620,3.81,-7.27,4.15
2025-08-28 18:46:21.634,3.96,-7.45,3.87
2025-08-28 18:46:21.652,3.88,-7.94,4.1
2025-08-28 18:46:21.674,3.73,-8.01,4.09
2025-08-28 18:46:21.694,4.04,-7.47,3.85
2025-08-28 18:46:21.721,4.61,-7.63,3.71
2025-08-28 18:46:21.733,5.16,-8.36,3.87
2025-08-28 18:46:21.753,5.65,-9.03,4.24
2025-08-28 18:46:21.776,5.6,-9.64,4.73
2025-08-28 18:46:21.803,4.71,-9.35,4.79
2025-08-28 18:46:21.814,4.67,-9.08,4.52
2025-08-28 18:46:21.834,5.22,-9.05,4.06
2025-08-28 18:46:21.853,5.21,-9.33,4.15
2025-08-28 18:46:21.874,4.84,-9.88,4.43
2025-08-28 18:46:21.894,4.52,-9.81,4.66
2025-08-28 18:46:21.917,4.64,-9.6,4.58
2025-08-28 18:46:21.935,5.47,-9.14,4.61
2025-08-28 18:46:21.954,5.62,-9.32,4.91
2025-08-28 18:46:21.974,5.4,-10.24,4.96
2025-08-28 18:46:21.994,5.17,-10.46,4.76
2025-08-28 18:46:22.018,5.27,-10.32,4.53
2025-08-28 18:46:22.036,5.55,-10.46,4.78
2025-08-28 18:46:22.055,6.03,-10.41,5.25
2025-08-28 18:46:22.076,6.38,-10.96,5.88
2025-08-28 18:46:22.096,6.15,-11.73,5.72
2025-08-28 18:46:22.114,6.58,-11.87,5.72
2025-08-28 18:46:22.134,7.33,-11.25,5.66
2025-08-28 18:46:22.155,7.39,-10.8,5.71
2025-08-28 18:46:22.175,7.01,-10.38,5.74
2025-08-28 18:46:22.202,6.4,-10.63,5.63
2025-08-28 18:46:22.216,6.1,-11.15,5.49
2025-08-28 18:46:22.235,6.0,-11.27,5.61
2025-08-28 18:46:22.257,6.21,-11.36,5.5
2025-08-28 18:46:22.276,5.85,-9.85,5.56
2025-08-28 18:46:22.302,5.46,-8.24,5.4
2025-08-28 18:46:22.315,5.29,-7.32,5.11
2025-08-28 18:46:22.335,5.11,-8.12,4.38
2025-08-28 18:46:22.355,4.6,-9.76,4.15
2025-08-28 18:46:22.376,4.01,-10.0,4.24
2025-08-28 18:46:22.402,3.78,-9.42,4.56
2025-08-28 18:46:22.419,4.07,-8.34,4.44
2025-08-28 18:46:22.435,4.86,-8.12,4.33
2025-08-28 18:46:22.456,5.09,-8.9,4.52
2025-08-28 18:46:22.476,5.06,-8.58,4.37
2025-08-28 18:46:22.499,5.11,-8.18,4.51
2025-08-28 18:46:22.517,5.01,-8.88,4.75
2025-08-28 18:46:22.536,5.09,-9.89,5.07
2025-08-28 18:46:22.557,4.86,-9.8,5.03
2025-08-28 18:46:22.583,4.51,-9.16,4.79
2025-08-28 18:46:22.598,4.48,-9.03,4.27
2025-08-28 18:46:22.616,4.61,-9.12,4.16
2025-08-28 18:46:22.638,4.74,-8.73,4.35
2025-08-28 18:46:22.656,4.49,-8.52,4.53
2025-08-28 18:46:22.677,4.27,-8.72,4.4
2025-08-28 18:46:22.699,4.29,-8.83,4.51
2025-08-28 18:46:22.718,4.29,-8.72,4.53
2025-08-28 18:46:22.741,4.21,-8.5,4.37
2025-08-28 18:46:22.765,4.1,-8.19,4.53
2025-08-28 18:46:22.778,4.06,-8.0,4.69
2025-08-28 18:46:22.797,3.99,-7.9,4.63
2025-08-28 18:46:22.816,3.71,-7.59,4.72
2025-08-28 18:46:22.838,3.35,-7.14,4.6
2025-08-28 18:46:22.858,3.18,-6.69,4.54
2025-08-28 18:46:22.881,2.86,-6.29,4.04
2025-08-28 18:46:22.898,2.95,-5.74,3.59
2025-08-28 18:46:22.918,3.02,-4.26,2.72
2025-08-28 18:46:22.938,2.75,-4.08,2.41
2025-08-28 18:46:22.958,2.27,-3.39,2.03
2025-08-28 18:46:22.981,1.71,-2.81,1.7
2025-08-28 18:46:22.997,1.47,-1.98,1.6
2025-08-28 18:46:23.018,1.14,-1.64,1.3
2025-08-28 18:46:23.039,0.99,-2.0,0.77
2025-08-28 18:46:23.065,1.45,-1.92,1.37
2025-08-28 18:46:23.080,2.74,-2.51,3.03
2025-08-28 18:46:23.098,2.95,-4.09,4.34
2025-08-28 18:46:23.118,3.11,-5.29,5.61
2025-08-28 18:46:23.139,3.67,-6.78,6.67
2025-08-28 18:46:23.158,4.47,-8.5,7.3
2025-08-28 18:46:23.180,4.82,-9.24,7.38
2025-08-28 18:46:23.200,5.07,-9.13,6.99
2025-08-28 18:46:23.220,5.03,-8.19,6.4
2025-08-28 18:46:23.238,5.08,-7.9,5.29
2025-08-28 18:46:23.263,4.71,-7.21,5.14
2025-08-28 18:46:23.279,4.14,-6.42,5.35
2025-08-28 18:46:23.299,3.76,-5.86,5.35
2025-08-28 18:46:23.318,3.69,-5.82,5.55
2025-08-28 18:46:23.340,3.8,-5.91,5.81
2025-08-28 18:46:23.365,3.8,-6.24,5.63
2025-08-28 18:46:23.382,3.53,-6.37,5.35
2025-08-28 18:46:23.399,3.38,-5.86,5.4
2025-08-28 18:46:23.420,3.22,-6.27,5.62
2025-08-28 18:46:23.441,3.34,-6.95,5.76
2025-08-28 18:46:23.463,3.49,-7.28,5.91
2025-08-28 18:46:23.480,3.77,-7.28,6.06
2025-08-28 18:46:23.500,3.88,-7.02,6.19
2025-08-28 18:46:23.520,3.99,-6.96,6.16
2025-08-28 18:46:23.541,3.85,-6.81,6.15
2025-08-28 18:46:23.565,3.45,-6.33,5.96
2025-08-28 18:46:23.580,3.42,-5.86,5.63
2025-08-28 18:46:23.601,3.46,-5.9,5.46
2025-08-28 18:46:23.620,3.59,-5.98,5.39
2025-08-28 18:46:23.639,3.53,-5.76,5.47
2025-08-28 18:46:23.664,3.42,-5.59,5.51
2025-08-28 18:46:23.680,3.4,-5.71,5.51
2025-08-28 18:46:23.702,3.24,-5.86,5.14
2025-08-28 18:46:23.722,3.58,-5.81,4.71
2025-08-28 18:46:23.739,4.09,-5.94,4.24
2025-08-28 18:46:23.761,3.81,-5.82,3.9
2025-08-28 18:46:23.780,3.46,-5.46,3.61
2025-08-28 18:46:23.802,2.91,-5.34,3.67
2025-08-28 18:46:23.821,2.61,-5.23,3.61
2025-08-28 18:46:23.847,2.58,-5.29,3.59
2025-08-28 18:46:23.863,2.82,-5.51,3.34
2025-08-28 18:46:23.880,2.99,-5.73,2.96
2025-08-28 18:46:23.901,3.03,-5.02,2.97
2025-08-28 18:46:23.921,3.11,-4.61,3.28
2025-08-28 18:46:23.950,3.39,-4.71,3.48
2025-08-28 18:46:23.960,3.7,-5.58,3.64
2025-08-28 18:46:23.979,3.8,-5.98,3.49
2025-08-28 18:46:24.001,3.6,-6.0,3.84
2025-08-28 18:46:24.024,3.63,-6.27,4.21
2025-08-28 18:46:24.049,3.64,-6.22,4.55
