timestamp,ax,ay,az,gx,gy,gz
1757224250532,1.0414777,3.5817258,8.920795,0.0,0.0,0.0
1757224250532,1.0414777,3.5817258,8.920795,-0.008552114,-0.008552114,-0.11728613
1757224250533,1.2186487,3.596091,8.832211,-0.008552114,-0.008552114,-0.11728613
1757224250533,1.2186487,3.596091,8.832211,-0.16493362,-0.1001819,0.16493362
1757224250574,1.2378023,3.335123,8.9998045,-0.16493362,-0.1001819,0.16493362
1757224250575,1.2378023,3.335123,8.9998045,-0.28955013,-0.21135938,0.33108896
1757224250633,1.5107412,3.6032736,9.093178,-0.28955013,-0.21135938,0.33108896
1757224250635,1.5107412,3.6032736,9.093178,-0.47647488,-0.29810223,0.39095375
1757224250694,1.9033904,2.932897,9.167398,-0.47647488,-0.29810223,0.39095375
1757224250694,1.9033904,2.932897,9.167398,-0.46181414,-0.24923302,0.35063666
1757224250754,1.8459295,3.0190883,9.346964,-0.46181414,-0.24923302,0.35063666
1757224250755,1.8459295,3.0190883,9.346964,-0.36651915,-0.20280726,0.29565877
1757224250815,1.9656396,2.7509377,9.186552,-0.36651915,-0.20280726,0.29565877
1757224250815,1.9656396,2.7509377,9.186552,-0.35796702,-0.17837265,0.2724459
1757224250874,2.0446482,2.3247697,9.018958,-0.35796702,-0.17837265,0.2724459
1757224250875,2.0446482,2.3247697,9.018958,-0.27855456,-0.13194689,0.20525073
1757224250934,2.2170308,2.087744,9.433155,-0.27855456,-0.13194689,0.20525073
1757224250934,2.2170308,2.087744,9.433155,-0.21013765,-0.05009095,0.0842994
1757224250993,2.267309,2.2122424,9.449914,-0.21013765,-0.05009095,0.0842994
1757224250993,2.267309,2.2122424,9.449914,-0.018325957,0.02565634,0.007330383
1757224251054,2.1404164,2.4372973,9.399636,-0.018325957,0.02565634,0.007330383
1757224251055,2.1404164,2.4372973,9.399636,0.002443461,0.04886922,-0.012217305
1757224251116,2.2218192,2.018312,9.143456,0.002443461,0.04886922,-0.012217305
1757224251118,2.2218192,2.018312,9.143456,-0.012217305,0.05131268,-0.032986723
