timestamp,ax,ay,az,gx,gy,gz
1757685520243,-0.30166942,1.4796166,9.157822,-0.53023106,-0.3921755,-0.44104472
1757685520243,-0.30166942,1.4796166,9.157822,-0.3726278,-0.37384954,-0.32498032
1757685520272,-0.22026655,0.92416185,8.760384,-0.3726278,-0.37384954,-0.32498032
1757685520272,-0.22026655,0.92416185,8.760384,0.49968776,0.019547688,0.04642576
1757685520280,-0.60573304,1.0989386,8.350976,0.49968776,0.019547688,0.04642576
1757685520280,-0.60573304,1.0989386,8.350976,-1.1618657,0.10873401,0.09896017
1757685520299,-1.1468226,0.9672575,7.6614456,-1.1618657,0.10873401,0.09896017
1757685520300,-1.1468226,0.9672575,7.6614456,-1.3500122,0.47403142,0.30909783
1757685520320,-2.2625206,0.36631286,7.050924,-1.3500122,0.47403142,0.30909783
1757685520321,-2.2625206,0.36631286,7.050924,-1.8069394,0.5876524,0.48258355
1757685520340,-3.3734303,0.10055647,7.0605006,-1.8069394,0.5876524,0.48258355
1757685520340,-3.3734303,0.10055647,7.0605006,-2.2565362,0.6743952,0.61819565
1757685520359,-5.1906295,0.15322891,6.576872,-2.2565362,0.6743952,0.61819565
1757685520360,-5.1906295,0.15322891,6.576872,-2.7036896,0.75136423,0.79168135
1757685520380,-6.8091097,-0.51475334,6.4787097,-2.7036896,0.75136423,0.79168135
1757685520380,-6.8091097,-0.51475334,6.4787097,-3.1068606,0.8454375,0.87109387
1757685520400,-7.750031,-0.8858546,6.5960255,-3.1068606,0.8454375,0.87109387
1757685520400,-7.750031,-0.8858546,6.5960255,-3.273016,0.9419542,0.8735373
1757685520420,-8.7125,-0.34237084,6.4404025,-3.273016,0.9419542,0.8735373
1757685520421,-8.7125,-0.34237084,6.4404025,-3.28279,1.1594223,0.95905846
1757685520443,-7.489063,-0.9720459,6.739678,-3.28279,1.1594223,0.95905846
1757685520444,-7.489063,-0.9720459,6.739678,-3.313333,1.672549,1.0128145
1757685520462,-6.8210807,-2.9592333,8.010999,-3.313333,1.672549,1.0128145
1757685520463,-6.8210807,-2.9592333,8.010999,-3.3267722,2.0366247,1.1313224
1757685520483,-8.425196,-4.3598413,8.082825,-3.3267722,2.0366247,1.1313224
1757685520483,-8.425196,-4.3598413,8.082825,-3.0848694,2.3261747,1.391551
1757685520503,-8.978256,-5.3079453,7.979874,-3.0848694,2.3261747,1.391551
1757685520503,-8.978256,-5.3079453,7.979874,-2.461787,2.475226,1.704314
1757685520523,-8.276755,-6.3685765,7.386112,-2.461787,2.475226,1.704314
1757685520524,-8.276755,-6.3685765,7.386112,-1.6664404,2.6499333,1.8570304
1757685520541,-8.300697,-6.9982514,7.5106106,-1.6664404,2.6499333,1.8570304
1757685520542,-8.300697,-6.9982514,7.5106106,-0.8723156,2.856406,1.9523253
1757685520561,-9.552865,-7.764396,8.726865,-0.8723156,2.856406,1.9523253
