timestamp,ax,ay,az,gx,gy,gz
1757142436894,-0.5674258,2.0685902,7.678205,-0.039095376,0.74281216,0.089186326
1757142436895,-0.5674258,2.0685902,7.678205,-0.039095376,0.07696902,-0.26267207
1757142436954,-1.2138603,1.2114661,7.465121,-0.039095376,0.07696902,-0.26267207
1757142436954,-1.2138603,1.2114661,7.465121,-0.85154617,0.593761,0.9468411
1757142437016,-1.412579,0.5554548,6.459556,-0.85154617,0.593761,0.9468411
1757142437017,-1.412579,0.5554548,6.459556,-1.1801916,0.9993755,1.2363913
1757142437078,-2.0829554,-0.2705448,5.0254292,-1.1801916,0.9993755,1.2363913
1757142437078,-2.0829554,-0.2705448,5.0254292,-2.0635028,1.0482447,1.7776178
1757142437138,-2.7748797,0.1388637,4.0797195,-2.0635028,1.0482447,1.7776178
1757142437138,-2.7748797,0.1388637,4.0797195,-2.316401,1.2815952,2.1697934
1757142437199,-4.060566,-1.0845734,0.9528923,-2.316401,1.2815952,2.1697934
1757142437199,-4.060566,-1.0845734,0.9528923,-4.828279,1.2791518,2.5851817
1757142437258,-5.6670756,-5.6982,2.087744,-4.828279,1.2791518,2.5851817
1757142437259,-5.6670756,-5.6982,2.087744,-4.9748864,1.0360274,3.4416149
1757142437319,-8.640674,-6.244078,3.6655228,-4.9748864,1.0360274,3.4416149
1757142437320,-8.640674,-6.244078,3.6655228,-5.7836723,0.82711154,3.154508
1757142437378,-9.916783,-6.715736,3.9240966,-5.7836723,0.82711154,3.154508
1757142437378,-9.916783,-6.715736,3.9240966,-3.3585372,1.2644911,2.9565878
1757142437435,-9.758766,-5.8921304,4.4723687,-3.3585372,1.2644911,2.9565878
1757142437436,-9.758766,-5.8921304,4.4723687,-0.11728613,1.3475688,2.4972172
1757142437498,-10.5704,-5.2169657,3.8833952,-0.11728613,1.3475688,2.4972172
1757142437499,-10.5704,-5.2169657,3.8833952,0.30176744,0.48991394,1.6200147
1757142437558,-10.134656,-2.882619,3.964798,0.30176744,0.48991394,1.6200147
1757142437560,-10.134656,-2.882619,3.964798,0.87964594,0.10262536,0.9126327
1757142437618,-9.746795,-0.6751649,5.171476,0.87964594,0.10262536,0.9126327
1757142437619,-9.746795,-0.6751649,5.171476,1.2705997,-0.2284636,0.6096435
1757142437680,-12.090718,-1.6376339,3.8426938,1.2705997,-0.2284636,0.6096435
1757142437681,-12.090718,-1.6376339,3.8426938,0.97127575,-0.9578367,0.4288274
1757142437739,-12.840104,-1.4628572,0.93852705,0.97127575,-0.9578367,0.4288274
1757142437743,-12.840104,-1.4628572,0.93852705,-0.4605924,-1.142318,0.35185838
1757142437800,-13.306973,-1.70946,-2.0949266,-0.4605924,-1.142318,0.35185838
1757142437801,-13.306973,-1.70946,-2.0949266,0.68539083,-0.37873647,0.68294734
1757142437859,-21.286848,9.14585,9.624691,0.68539083,-0.37873647,0.68294734
1757142437861,-21.286848,9.14585,9.624691,-0.6450737,-0.35918877,-0.22602014
1757142437922,-7.0700774,5.8945246,3.7469256,-0.6450737,-0.35918877,-0.22602014
1757142437924,-7.0700774,5.8945246,3.7469256,0.61575216,0.9456194,-1.4257594
1757142437980,-9.313444,-5.2504845,2.1260512,0.61575216,0.9456194,-1.4257594
1757142437982,-9.313444,-5.2504845,2.1260512,0.1881465,0.3885103,-1.0421361
1757142438039,-9.212888,-0.6655881,3.095703,0.1881465,0.3885103,-1.0421361
1757142438041,-9.212888,-0.6655881,3.095703,-0.2125811,0.4605924,0.05497787
