timestamp,ax,ay,az,gx,gy,gz
1757213755508,-0.47884035,-1.2138603,9.476251,0.19425514,-0.10629055,-0.17348573
1757213755508,-0.47884035,-1.2138603,9.476251,-0.012217305,0.028099801,-0.007330383
1757213755564,-0.9600749,-1.0247183,9.904813,-0.012217305,0.028099801,-0.007330383
1757213755564,-0.9600749,-1.0247183,9.904813,-0.02076942,-0.02443461,0.009773844
1757213755626,-0.7733272,-1.1444284,9.61272,-0.02076942,-0.02443461,0.009773844
1757213755626,-0.7733272,-1.1444284,9.61272,-0.004886922,-0.02687807,-0.04153884
1757213755685,-0.81881696,-0.81163436,9.775525,-0.004886922,-0.02687807,-0.04153884
1757213755685,-0.81881696,-0.81163436,9.775525,-0.02687807,-0.008552114,-0.02076942
1757213755745,-0.7374141,-0.85473,9.299079,-0.02687807,-0.008552114,-0.02076942
1757213755745,-0.7374141,-0.85473,9.299079,-0.17715092,-0.04642576,-0.007330383
1757213755805,-0.7637503,-0.2705448,8.506598,-0.17715092,-0.04642576,-0.007330383
1757213755805,-0.7637503,-0.2705448,8.506598,-0.95172805,-0.0720821,0.16371189
1757213755866,-0.5650316,0.2681506,4.0773253,-0.95172805,-0.0720821,0.16371189
1757213755866,-0.5650316,0.2681506,4.0773253,-3.4208453,-0.18570304,1.3170254
1757213755924,-2.0590134,-2.5330653,0.4405331,-3.4208453,-0.18570304,1.3170254
1757213755924,-2.0590134,-2.5330653,0.4405331,-5.706703,-0.047647487,2.8356364
1757213755985,-5.9663506,-5.118803,-0.9552865,-5.706703,-0.047647487,2.8356364
1757213755986,-5.9663506,-5.118803,-0.9552865,-6.4128633,0.111177474,4.1563272
1757213756045,-12.440272,-10.824186,0.11492168,-6.4128633,0.111177474,4.1563272
1757213756045,-12.440272,-10.824186,0.11492168,-6.592458,-0.9016371,5.0555205
1757213756086,-13.10586,-6.9623384,2.7868507,-6.592458,-0.9016371,5.0555205
1757213756087,-13.10586,-6.9623384,2.7868507,-6.1721826,-1.1337659,5.1202726
1757213756148,-15.804126,-9.363723,11.839328,-6.1721826,-1.1337659,5.1202726
1757213756148,-15.804126,-9.363723,11.839328,-1.9828686,-1.8277088,3.9718459
1757213756207,-10.096349,-11.599907,3.739743,-1.9828686,-1.8277088,3.9718459
1757213756208,-10.096349,-11.599907,3.739743,3.962072,-1.9767599,0.6743952
1757213756268,-13.64695,-6.208165,10.271125,3.962072,-1.9767599,0.6743952
1757213756269,-13.64695,-6.208165,10.271125,-0.8185594,-3.196047,0.643852
1757213756327,-14.417883,-7.5345526,9.957485,-0.8185594,-3.196047,0.643852
1757213756328,-14.417883,-7.5345526,9.957485,-0.7098254,-3.7641516,-0.042760566
1757213756386,-15.5671,-9.0476885,9.473856,-0.7098254,-3.7641516,-0.042760566
1757213756387,-15.5671,-9.0476885,9.473856,1.2779301,-4.1722097,-0.8576548
1757213756449,-15.741877,-5.9064956,8.604761,1.2779301,-4.1722097,-0.8576548
1757213756450,-15.741877,-5.9064956,8.604761,1.46852,-4.4238863,-0.86498517
1757213756509,-12.801797,-7.2209125,8.686164,1.46852,-4.4238863,-0.86498517
1757213756510,-12.801797,-7.2209125,8.686164,1.001819,-4.524068,-0.9859365
1757213756569,-8.805874,-6.2991447,5.7005944,1.001819,-4.524068,-0.9859365
1757213756570,-8.805874,-6.2991447,5.7005944,1.105666,-4.287052,-1.0372492
1757213756624,-5.056554,-3.4500446,1.6927006,1.105666,-4.287052,-1.0372492
1757213756624,-5.056554,-3.4500446,1.6927006,0.8735373,-3.8386772,-1.0396926
1757213756685,-1.3383588,-1.1994951,0.18914193,0.8735373,-3.8386772,-1.0396926
1757213756686,-1.3383588,-1.1994951,0.18914193,1.0897835,-2.9529226,-0.8381071
1757213756748,2.018312,-0.5363012,-2.896984,1.0897835,-2.9529226,-0.8381071
1757213756750,2.018312,-0.5363012,-2.896984,0.37018433,-1.9083431,-0.5717699
1757213756808,3.7541082,0.7110779,-3.5673606,0.37018433,-1.9083431,-0.5717699
1757213756809,3.7541082,0.7110779,-3.5673606,-0.30787608,-0.7049385,-0.35185838
