timestamp,ax,ay,az,gx,gy,gz
1757572272202,-4.4603977,0.6344634,8.360553,-0.26389378,-0.058643065,0.061086524
1757572272203,-4.4603977,0.6344634,8.360553,0.07086037,0.064751714,-0.15027285
1757572272203,-4.3766007,0.533907,8.523358,0.07086037,0.064751714,-0.15027285
1757572272203,-4.3766007,0.533907,8.523358,0.7049385,-0.09896017,0.16982053
1757572272203,-4.3239284,0.60573304,8.599973,0.7049385,-0.09896017,0.16982053
1757572272203,-4.3239284,0.60573304,8.599973,-0.8527679,-0.15515977,0.018325957
1757572272224,-4.197036,0.40222588,8.652645,-0.8527679,-0.15515977,0.018325957
1757572272224,-4.197036,0.40222588,8.652645,-0.37140608,-0.058643065,0.14660765
1757572272244,-4.0653543,0.24420857,8.880095,-0.37140608,-0.058643065,0.14660765
1757572272244,-4.0653543,0.24420857,8.880095,-0.34208453,-0.073303826,0.16615535
1757572272263,-4.209007,0.5602432,9.136273,-0.34208453,-0.073303826,0.16615535
1757572272264,-4.209007,0.5602432,9.136273,-0.32498032,-0.07941248,0.19792034
1757572272283,-4.1683054,0.46686932,9.054871,-0.32498032,-0.07941248,0.19792034
1757572272283,-4.1683054,0.46686932,9.054871,-0.47158796,-0.11484267,0.2443461
1757572272304,-4.510676,0.11252748,8.683769,-0.47158796,-0.11484267,0.2443461
1757572272305,-4.510676,0.11252748,8.683769,-0.6401868,-0.16737708,0.30176744
1757572272324,-4.5178585,0.4165911,8.389283,-0.6401868,-0.16737708,0.30176744
1757572272324,-4.5178585,0.4165911,8.389283,-0.6426302,-0.19792034,0.30909783
1757572272347,-4.7788267,2.1859062,8.420407,-0.6426302,-0.19792034,0.30909783
1757572272348,-4.7788267,2.1859062,8.420407,-0.61575216,-0.21013765,0.3555236
1757572272366,-4.6016555,1.1420342,8.286332,-0.61575216,-0.21013765,0.3555236
1757572272366,-4.6016555,1.1420342,8.286332,-0.9859365,-0.2565634,0.48991394
1757572272386,-4.2042184,-1.0606314,8.317456,-0.9859365,-0.2565634,0.48991394
1757572272387,-4.2042184,-1.0606314,8.317456,-1.5039502,-0.27122417,0.46792278
1757572272406,-4.175488,-1.0366893,8.856153,-1.5039502,-0.27122417,0.46792278
1757572272407,-4.175488,-1.0366893,8.856153,-1.2144,-0.22602014,0.516792
1757572272427,-4.0892963,0.5410896,9.313444,-1.2144,-0.22602014,0.516792
1757572272427,-4.0892963,0.5410896,9.313444,-0.96883225,-0.17715092,0.5363397
1757572272447,-4.2042184,1.6998832,9.682152,-0.96883225,-0.17715092,0.5363397
1757572272448,-4.2042184,1.6998832,9.682152,-1.5149459,-0.22602014,0.66828656
1757572272468,-4.1419687,3.6774938,9.706094,-1.5149459,-0.22602014,0.66828656
1757572272469,-4.1419687,3.6774938,9.706094,-2.6462681,-0.35796702,0.9602802
1757572272488,-4.7500963,4.5322237,7.0221934,-2.6462681,-0.35796702,0.9602802
1757572272489,-4.7500963,4.5322237,7.0221934,-4.9296827,-0.5204572,1.3158038
1757572272508,-5.4659624,-3.2920272,5.221754,-4.9296827,-0.5204572,1.3158038
1757572272509,-5.4659624,-3.2920272,5.221754,-8.156273,-1.0225884,1.2168436
1757572272525,-5.5258174,-5.269638,5.353435,-8.156273,-1.0225884,1.2168436
1757572272526,-5.5258174,-5.269638,5.353435,-9.586919,-1.5674802,1.3292428
1757572272542,-5.3701944,-5.781997,4.9440265,-9.586919,-1.5674802,1.3292428
1757572272543,-5.3701944,-5.781997,4.9440265,-9.931447,-1.7898352,1.3365731
1757572272559,-4.256891,-7.7548194,3.490746,-9.931447,-1.7898352,1.3365731
1757572272561,-4.256891,-7.7548194,3.490746,-9.941221,-2.1319196,1.0177015
1757572272581,-3.0765493,-9.124303,3.25372,-9.941221,-2.1319196,1.0177015
1757572272583,-3.0765493,-9.124303,3.25372,-10.082942,-2.4104743,0.59986967
1757572272599,-3.193865,-8.034941,1.1061212,-10.082942,-2.4104743,0.59986967
1757572272600,-3.193865,-8.034941,1.1061212,-11.413406,-2.5302038,0.267559
1757572272621,-3.335123,-7.2352777,-1.7956513,-11.413406,-2.5302038,0.267559
1757572272622,-3.335123,-7.2352777,-1.7956513,-12.609481,-2.6487117,-0.5143485
1757572272641,-2.5474305,-6.411672,-3.41892,-12.609481,-2.6487117,-0.5143485
1757572272642,-2.5474305,-6.411672,-3.41892,-12.72188,-2.6254988,-0.9651671
1757572272662,-2.5354595,-4.237737,-6.3661823,-12.72188,-2.6254988,-0.9651671
1757572272663,-2.5354595,-4.237737,-6.3661823,-12.809844,-2.3603833,-1.346347
1757572272681,-2.5953147,-4.405331,-9.572019,-12.809844,-2.3603833,-1.346347
1757572272682,-2.5953147,-4.405331,-9.572019,-11.992506,-2.0732768,-1.6847663
1757572272702,-2.6360161,-6.8905125,-11.240777,-11.992506,-2.0732768,-1.6847663
1757572272703,-2.6360161,-6.8905125,-11.240777,-10.164798,-1.6786577,-1.8338175
1757572272722,-2.4971523,-9.428367,-10.0508585,-10.164798,-1.6786577,-1.8338175
1757572272723,-2.4971523,-9.428367,-10.0508585,-7.7030106,-1.4416419,-1.8399261
1757572272743,-2.2984335,-7.180211,-9.490616,-7.7030106,-1.4416419,-1.8399261
1757572272747,-2.2984335,-7.180211,-9.490616,-5.490457,-1.3365731,-1.7238617
1757572272761,-1.8722657,-3.0813377,-9.619903,-5.490457,-1.3365731,-1.7238617
1757572272762,-1.8722657,-3.0813377,-9.619903,-3.9266417,-1.0433578,-1.5503759
1757572272783,-2.5594015,-1.3024458,-10.352529,-3.9266417,-1.0433578,-1.5503759
1757572272784,-2.5594015,-1.3024458,-10.352529,-3.8179078,-0.6414085,-1.0250319
1757572272800,-2.4827871,-5.6000376,-12.739547,-3.8179078,-0.6414085,-1.0250319
1757572272802,-2.4827871,-5.6000376,-12.739547,-3.8948767,-0.1160644,-0.5558874
1757572272823,-2.542642,-6.567295,-11.894394,-3.8948767,-0.1160644,-0.5558874
1757572272824,-2.542642,-6.567295,-11.894394,-2.1197023,0.15149458,-0.25411993
1757572272843,-3.1651347,-4.867412,-13.168109,-2.1197023,0.15149458,-0.25411993
1757572272844,-3.1651347,-4.867412,-13.168109,-0.61575216,0.5375614,-0.118507855
1757572272863,-3.9264908,-3.1866825,-14.159308,-0.61575216,0.5375614,-0.118507855
