mean_ax,mean_ay,mean_az,std_ax,std_ay,std_az,rms_gx,rms_gy,rms_gz,corr_ax_ay,corr_ay_gz,rms_accel_mag,range_accel_mag,rms_gyro_mag,dom_freq_accel,dom_freq_gyro,mean_jerk_mag,std_jerk_mag,sma_accel,sma_gyro,plane_ratio,tilt_mean_deg,tilt_var_proxy,asym_BE,turn_sharp,hold_ratio_omega,duty_move,rpm_est,E_accel,E_gyro,pca_evr1,spec_flatness,exerciseName
3.03437047375886,-1.69098559634752,3.79122688218085,0.922950844469351,6.96467996149036,5.89072541107272,8.33440570680342,0.374140538597998,0.439313029873141,-0.0654713812283563,-0.0323771650342764,10.5047821301466,16.5315916581247,8.35435787876221,0,0,58.0321151669805,50.6819595221062,15.4741670628546,6.83184110194503,0.364509255090452,42.4976656500399,2.57260855400437,96.1742751360096,58.6393408861176,0.115248226950355,1,74.468085106383,150.437811817493,70.9718496917911,0.926509043093029,0.0184687711399586,Dumbbell Curl
4.54360863301747,-2.05889819257909,-4.17239870931582,3.25248554421474,3.36011742605686,7.56335546891781,1.86833531573544,2.40843053472716,0.936978413943508,0.427179302460822,-0.0900247826911671,11.0141439110797,19.679463763367,3.18890938109356,0,0,47.6699491914997,31.50863147165,14.7320170705102,3.87399311142311,0.728092876442625,129.910185857359,5.09729959886857,13.6974099349502,63.0496715234784,0.0192572214580468,1,88.7207702888583,410.423658145118,79.188682128201,0.824562911946276,0.00487501498699023,Dumbbell Curl
4.41314772059539,-1.7917134455954,-4.81010085556579,2.72769340714071,2.74713638677051,8.28286200048249,2.06365573373496,2.70551486580722,0.646219125406315,0.342474528037224,-0.0884886285228111,11.3730958207045,20.8143865615507,3.46353646357619,0,0,55.3071440384993,36.9048536654618,14.7299439803237,4.02435812590724,0.780886552127393,135.2819374683,5.61436582782513,16.6857310120854,73.2922790972544,0.0123355263157895,1,81.4144736842105,345.409453676328,73.4362160099768,0.842150633678628,0.00563532865152613,Dumbbell Curl
4.56998296963615,-1.7802800620497,-4.59059690451958,2.94851562524885,2.64222213706686,8.08276490469575,2.07382726082507,2.64073160539226,0.757050574696869,0.368364845629473,-0.0625962232253107,11.2282186244246,22.4081585102955,3.44199774725488,0,0,47.8972401510124,31.0255941769385,14.6342766248741,3.97413197087907,0.772617383458876,133.106507563775,5.44067843489951,15.953456146884,58.3240272276444,0.0052710843373494,1,79.066265060241,375.743148431703,77.3883040497398,0.845073866863079,0.00467243513727872,Dumbbell Curl
4.59453930886858,-2.09782224253063,-4.56592244919071,3.13605954359468,2.86261176532382,7.76890206165689,1.68356535522007,2.5403332529717,0.85199961193155,0.274714818533712,-0.118847489815207,11.1671314295515,19.61078247592,3.16442548975048,0,0,44.8599959855106,29.2462475018165,15.0949070573113,3.80947518407905,0.790291328853643,132.113538233,5.86739138937956,12.3043240878165,61.868058478397,0.0212450592885375,1,71.1462450592885,563.267291224925,111.14913081327,0.831980890684091,0.00387681248953724,Dumbbell Curl
3.61321705729054,-1.56625008234302,-4.41249216773198,3.4091634853706,3.40579261675618,9.54915222168088,2.80117781923246,3.05630431531806,0.90598523218968,0.239843853113652,-0.0190531623476371,12.2171131264285,24.6115276389159,4.24363081378877,0,0,70.077490182068,49.4555982391213,15.4400342285804,4.89708929163311,0.8113841057975,138.251586354813,7.49130224800446,7.27410530865981,99.1937714213743,0.00788288288288288,1,74.3243243243243,258.050318264218,63.9890278879736,0.83570287041003,0.00785145063501367,Dumbbell Curl
-0.462219877671205,-2.49580029185491,-5.90709413767634,3.69944033014772,4.13768757198935,9.75848971440963,2.85310738189615,3.62372467664745,1.20541612262737,0.310234576498372,-0.185597832264856,12.9317517271795,28.3666545499313,4.76703579737598,0,0,73.1676064485921,62.5417281189278,15.9565687084614,5.56688587887656,0.942067481248061,156.747110785633,10.046673444868,4.85614749018088,133.220233334288,0.015625,1,63.6160714285714,253.013407248689,72.9137019173385,0.82893407563223,0.00649197292005104,Dumbbell Curl
-1.21456704679196,-2.64962269096754,-5.24024883220556,4.19716366031616,4.6337914806912,11.3487683228526,2.90587695726069,3.90542843066538,1.30054638633141,0.236085572726912,-0.183178149337396,14.272662354649,30.22167305975,5.03864198180301,0,0,87.6517721826859,69.3929397559081,18.0203790838179,5.69197154104961,0.954345004722703,150.916290760564,11.8336960028496,3.40586984300705,147.419394244538,0.0904173106646059,1,64.9149922720247,403.319787294786,106.625517965192,0.856556334574597,0.00854203941650601,Dumbbell Curl
0.919350426142629,-2.35928242275272,-6.63111379606089,3.8415816226816,2.94686829101677,7.78111907890806,2.26591121691821,2.93962867282933,0.961082791167849,0.365306914455627,-0.102541044726575,11.5889338330913,18.8036561939993,3.83398624261421,0,0,51.5959692474719,37.3184734786086,14.4614233495386,4.44300207858702,0.9262965717194,159.100740334267,7.73667248172355,9.75339245398249,78.7729912159069,0.016025641025641,1,69.7115384615385,327.584037920512,81.275154360312,0.796002820918366,0.00521428693802587,Dumbbell Curl
1.17005388361438,-2.15894344646473,-7.02849692004132,3.36649756922345,2.38610148368529,7.96696578895895,2.26751680218349,2.92825018464701,0.771052094781998,0.3657721658849,-0.0720158003859911,11.6562245598188,21.2583490565391,3.78296218920271,0,0,51.6013278207608,33.6676814739682,14.1627069102025,4.28667370885968,0.937134312354383,160.7415892423,7.79694195656199,10.7423328639739,81.0346227994934,0.0107115531752104,1,71.1553175210405,337.995100999101,83.7161744341862,0.836315915821368,0.00488593320092329,Dumbbell Curl
