mean_ax,mean_ay,mean_az,std_ax,std_ay,std_az,rms_gx,rms_gy,rms_gz,corr_ax_ay,corr_ay_gz,rms_accel_mag,range_accel_mag,rms_gyro_mag,dom_freq_accel,dom_freq_gyro,mean_jerk_mag,std_jerk_mag,sma_accel,sma_gyro,exerciseName
3.03437047375886,-1.69098559634752,3.79122688218085,0.922950844469351,6.96467996149036,5.89072541107272,8.33440570680342,0.374140538597998,0.439313029873141,-0.0654713812283563,-0.0323771650342764,10.5047821301466,16.5315916581247,8.35435787876221,0,0,1.16270383496188,1.8460954826015,15.4741670628546,6.83184110194503,Dumbbell Curl
4.54360863301747,-2.05889819257909,-4.17239870931582,3.25248554421474,3.36011742605686,7.56335546891781,1.86833531573544,2.40843053472716,0.936978413943508,0.427179302460822,-0.0900247826911671,11.0141439110797,19.679463763367,3.18890938109356,0,0,0.954055142800283,1.30551801339441,14.7320170705102,3.87399311142311,Dumbbell Curl
4.41314772059539,-1.7917134455954,-4.81010085556579,2.72769340714071,2.74713638677051,8.28286200048249,2.06365573373496,2.70551486580722,0.646219125406315,0.342474528037224,-0.0884886285228111,11.3730958207045,20.8143865615507,3.46353646357619,0,0,1.10705328643317,1.52152265792102,14.7299439803237,4.02435812590724,Dumbbell Curl
4.56998296963615,-1.7802800620497,-4.59059690451958,2.94851562524885,2.64222213706686,8.08276490469575,2.07382726082507,2.64073160539226,0.757050574696869,0.368364845629473,-0.0625962232253107,11.2282186244246,22.4081585102955,3.44199774725488,0,0,0.958666690588462,1.29961552618697,14.6342766248741,3.97413197087907,Dumbbell Curl
4.59453930886858,-2.09782224253063,-4.56592244919071,3.13605954359468,2.86261176532382,7.76890206165689,1.68356535522007,2.5403332529717,0.85199961193155,0.274714818533712,-0.118847489815207,11.1671314295515,19.61078247592,3.16442548975048,0,0,0.897643419423365,1.22064671908838,15.0949070573113,3.80947518407905,Dumbbell Curl
3.61321705729054,-1.56625008234302,-4.41249216773198,3.4091634853706,3.40579261675618,9.54915222168088,2.80117781923246,3.05630431531806,0.90598523218968,0.239843853113652,-0.0190531623476371,12.2171131264285,24.6115276389159,4.24363081378877,0,0,1.4031299048856,1.9812748038727,15.4400342285804,4.89708929163311,Dumbbell Curl
-0.462219877671205,-2.49580029185491,-5.90709413767634,3.69944033014772,4.13768757198935,9.75848971440963,2.85310738189615,3.62372467664745,1.20541612262737,0.310234576498373,-0.185597832264856,12.9317517271795,28.3666545499313,4.76703579737598,0,0,1.46498715928354,2.29705604594131,15.9565687084614,5.56688587887656,Dumbbell Curl
-1.21456704679196,-2.64962269096754,-5.24024883220556,4.19716366031616,4.6337914806912,11.3487683228526,2.90587695726069,3.90542843066538,1.30054638633141,0.236085572726912,-0.183178149337396,14.272662354649,30.22167305975,5.03864198180301,0,0,1.75439123285995,2.63264045078505,18.0203790838179,5.69197154104961,Dumbbell Curl
0.919350426142629,-2.35928242275272,-6.63111379606089,3.8415816226816,2.94686829101677,7.78111907890806,2.26591121691821,2.93962867282933,0.961082791167849,0.365306914455627,-0.102541044726575,11.5889338330913,18.8036561939993,3.83398624261421,0,0,1.03274690650914,1.47673304694847,14.4614233495386,4.44300207858702,Dumbbell Curl
1.17005388361438,-2.15894344646473,-7.02849692004132,3.36649756922345,2.38610148368529,7.96696578895895,2.26751680218349,2.92825018464701,0.771052094781998,0.3657721658849,-0.0720158003859912,11.6562245598188,21.2583490565391,3.78296218920271,0,0,1.0327124544882,1.40482373797625,14.1627069102025,4.28667370885968,Dumbbell Curl
0.762551421444614,-2.31585063483247,-6.36372634999393,3.54925646471769,2.60496636626587,8.33919279030427,2.13877226129802,2.9132860762379,0.777901239241343,0.321237641096353,-0.10762391834866,11.6318270146129,19.6346217330143,3.69685175327774,0,0,1.03035739326628,1.46872887976315,14.2246244211493,4.23822478194916,Dumbbell Curl
0.480071929600235,-2.57994023544162,-6.96354899681435,3.60030424229117,3.69820584875528,9.24025618258847,2.2484266300998,3.47736587212874,1.06327393203644,0.326554387000335,-0.146779779199799,12.9357245892474,28.2720621748862,4.2752832858345,0,0,1.54162913294325,2.15469376924923,15.8680707015326,5.0620230153428,Dumbbell Curl
-1.02420149782614,-3.53003947766161,-6.28285741598133,4.62619619523524,3.62444163669927,7.07995547973731,2.14093552048804,3.37455468296109,1.43014276804008,0.558756053013332,-0.128223561460554,11.7302645815496,20.0919300003313,4.24458861942584,0,0,1.20929649208982,1.78528733245822,16.4900572348576,5.33137596139253,Dumbbell Curl
-2.56855330420566,-3.72810139376195,-5.36675144406859,5.69352860541217,3.54273388075041,6.68297192006537,1.90178063397464,3.632951347068,1.53271140396686,0.597719912940996,-0.0928069604324421,11.7848992581294,22.8600401244939,4.37770594236001,0,0,1.30107911917369,2.07268596100899,17.2547056581839,5.56745505376166,Dumbbell Curl
-0.309370497092971,-4.14861136776451,-6.21747850149433,4.45224810451587,3.43993072156242,6.25814042647093,2.0104798485538,2.87272951734338,1.39210466233917,0.593052380325568,-0.0332477572147144,11.258043172947,16.8290640561407,3.77260645869183,0,0,1.0422284285397,1.50416356140895,16.1007539836663,4.81784986676236,Dumbbell Curl
0.14450248920143,-3.4400483571708,-6.38421731134327,4.05381530086045,3.35987287204239,7.37443008187666,1.96940307144798,3.04244759434404,1.2511369460283,0.480763181130962,-0.124558383139436,11.6046756819481,20.8432063368755,3.83410739023773,0,0,1.03910199605526,1.59312519673526,15.5634953223904,4.77991860639249,Dumbbell Curl
-0.97183788815071,-3.59185015031613,-6.78268852599885,4.42232169716957,3.73163671972464,7.43210942278027,1.93468105158094,3.47825647737129,1.42812666424229,0.551836979473082,-0.106213869214507,12.1872756107818,20.8301572282496,4.22857004941877,0,0,1.33031455917361,2.02477172632645,16.8601169447022,5.39322364454659,Dumbbell Curl
-0.376866134531458,-3.27451297476092,-5.79425520342709,3.9202497782658,3.11675092053522,7.71771520183128,2.04931680359142,2.92745097214051,1.12732640447496,0.425340529736223,-0.0959758164916973,11.3587334319525,19.3318789694783,3.7470699723911,0,0,0.952105368878455,1.42446167335676,15.5553534983597,4.5537684462832,Dumbbell Curl
0.451059078438434,-3.34676338540783,-6.42777890131103,3.86406349204478,3.23488320294338,7.41114950680598,2.20815912407235,2.93610750078016,1.16597409995117,0.389543140316267,-0.053783834143028,11.5318708972956,20.3784811750777,3.85437278621547,0,0,1.04076572139163,1.46298568759679,15.4016882104868,4.64466541235971,Dumbbell Curl
