ax_mean,ay_mean,az_mean,gx_mean,gy_mean,gz_mean,ax_std,ay_std,az_std,gx_std,gy_std,gz_std,ax_max,ay_max,az_max,gx_max,gy_max,gz_max,ax_min,ay_min,az_min,gx_min,gy_min,gz_min,ax_rms,ay_rms,az_rms,gx_rms,gy_rms,gz_rms,ax_zcr,ay_zcr,az_zcr,gx_zcr,gy_zcr,gz_zcr,ax_ssc,ay_ssc,az_ssc,gx_ssc,gy_ssc,gz_ssc,ax_domFreq,ay_domFreq,az_domFreq,gx_domFreq,gy_domFreq,gz_domFreq,ax_specEnergy,ay_specEnergy,az_specEnergy,gx_specEnergy,gy_specEnergy,gz_specEnergy,corr_ay_gx,corr_az_gy,corr_ax_gz,corr_ax_ay,corr_gx_gy,exerciseName
6.85367546359488,5.46667718723667,2.79889324493817,0.0238771491620469,0.0252499619603411,-0.0423281426865671,4.30576947128428,3.45859716579849,3.14852779862079,0.935663369443926,1.04747906053289,1.20415872979022,19.723434,19.610907,15.940595,3.657861,2.83808,2.3115141,-1.946486,-1.8028339,-2.6862943,-2.6645942,-3.1569517,-3.1093042,8.0915380446472,6.4669118379245,4.21021302905786,0.934970263726091,1.04666636078718,1.20361880904922,0.0256410256410256,0.0341880341880342,0.153846153846154,0.397435897435897,0.188034188034188,0.179487179487179,1,1,1,1,1,1,0,0,0,2.55863539445629,1.1727078891258,1.1727078891258,0.357328550047535,0.228754590783897,0.117520529713163,0.00743731287398539,0.00932076158764127,0.0123217122257182,0.0647817907627732,0.0236324024005326,0.0479581756045621,0.613273257705689,0.293782009609327,Overhead Press
8.71998372276289,2.21380723900206,2.95450906931959,-0.00151645702618558,0.00940354607690721,-0.00102776516680412,2.68061314576772,1.33079088954698,1.91542204293762,0.601238846879355,0.534557275715041,0.286142714452755,14.84405,5.523423,13.804967,2.6181684,3.726278,1.1911873,-3.4284968,-2.930503,0.24420857,-3.1752775,-3.6554177,-1.1032226,9.12230206899212,2.58265776002857,3.52053733573904,0.600930763434378,0.534364406134069,0.285997026879733,0.00412796697626419,0.0619195046439628,0,0.493292053663571,0.214654282765738,0.220846233230134,0.997933884297521,1,1,1,0.995867768595041,0.997933884297521,0,0,0,0.979381443298969,0.515463917525773,1.75257731958763,0.185997271503346,0.0173648142374766,0.0330437086913032,0.00148607588088015,0.00117490165867827,0.0003365997872849,0.0761040168466357,0.0540266967762459,-0.0441402834170604,0.184887723939136,-0.165903904064215,Overhead Press
8.30345286187264,4.14690415334906,1.43536344532406,0.0158147846518868,0.0177525498919811,0.0216900396330189,3.83907565205946,3.38978402993247,2.26467104316945,0.752034543088878,0.645775099950646,1.15081925485446,22.579716,15.241488,14.709975,2.4251351,4.577824,3.481932,-4.098873,-3.5889084,-2.9759927,-2.5008824,-3.3878586,-2.9492574,9.14704602496221,5.35480154147833,2.68010356469003,0.751757362598762,0.645638333290457,1.15034500931208,0.0141676505312869,0.0708382526564345,0.136953955135773,0.401416765053129,0.266824085005903,0.146399055489965,1,1,1,1,0.997635933806147,1,0,0,0,1.12028301886792,1.82783018867925,0.943396226415094,0.231504876555795,0.0944729059768793,0.0289544517994257,0.00265888969485344,0.00196089971750175,0.00622615694711043,-0.0176100159635891,0.0973983298410592,-0.305358829701737,0.610887067072484,0.217902195596669,Overhead Press
-8.72016711145068,2.87146219353401,2.19689993459864,-0.0109280472318027,-0.0114734611311225,-0.00618345311258503,3.77548097007568,2.54973275790742,1.96051068860042,0.603501610663328,0.569521706191779,0.966146773926219,0.5315128,10.769119,14.314932,1.8668042,3.6407568,2.0048597,-18.073828,-5.734113,-2.9017725,-4.3713517,-3.345098,-2.7708848,9.50176036535183,3.83938850441108,2.94392647896856,0.603343940337673,0.569395119474475,0.965755705503998,0.00680851063829787,0.0782978723404255,0.054468085106383,0.345531914893617,0.211063829787234,0.183829787234043,0.998296422487223,1,0.998296422487223,0.998296422487223,0.998296422487223,0.998296422487223,0,0,0,1.06292517006803,0.76530612244898,1.14795918367347,0.177462793938057,0.0360552004188672,0.0212343580721646,0.00123587102571055,0.0011006620776646,0.00316694385444071,0.0161553026996257,0.00340149346799204,-0.188944421956777,-0.526726418447494,-0.104571989401152,Overhead Press
8.10916431391281,4.2075295707609,2.56413308797622,-0.00483043220554819,0.0464144592745046,0.0153757286169088,5.42158771643357,3.61549873213485,2.28256205508496,1.04392427158023,0.742990767078121,1.45871990713979,20.556616,14.257471,15.456966,4.90647,4.6254716,3.5772269,-5.98311,-8.456321,-2.8395233,-3.9535198,-3.7739255,-3.3121114,9.75260632637632,5.54597766225513,3.43190697415364,1.04324571265115,0.743949152295051,1.45783718708462,0.044973544973545,0.116402116402116,0.0317460317460317,0.383597883597884,0.285714285714286,0.198412698412698,1,1,1,1,1,1,0,0,0,1.38705416116248,0.726552179656539,1.38705416116248,0.328410915640654,0.115600052213617,0.0448047220176508,0.00574326959832903,0.00291494893698258,0.011214622936427,0.0965707026659426,0.0538531428719468,-0.173745396769242,0.774159389909802,0.232857574870706,Overhead Press
8.06400626212435,3.61182073172539,2.22592529019689,-0.00206364787642487,-0.00528255874818655,-0.00574941555181348,4.52122398393626,3.4992950700683,2.59344747880042,0.833330774112135,0.905728209422639,1.06637052627349,17.233463,12.765883,18.20551,5.3169713,4.3750167,3.5185838,-3.8307228,-11.978191,-6.1004257,-3.1093042,-5.018869,-3.2485814,9.24354827569989,5.02737043603174,3.41643100716048,0.832793434060427,0.9051568226231,1.06569515711986,0.0103761348897536,0.116731517509728,0.0570687418936446,0.367055771725032,0.19325551232166,0.146562905317769,1,1,0.997402597402597,0.994805194805195,1,1,0,1.42487046632124,0,2.84974093264249,1.42487046632124,1.42487046632124,0.273535329340589,0.096908677013051,0.0475174631933774,0.00358419969721051,0.00423408224079983,0.00586919710494833,-0.0671396809157436,0.0242488676448297,-0.186642577326007,0.750211861514943,0.0339447756861274,Overhead Press
7.89386320575613,4.24314327088172,2.75203960417204,-0.00176165652709676,0.0199536165150537,-0.0481138485537634,3.36429063506434,3.10739928141226,1.82679814365727,0.653201108625609,0.527605172464249,0.705859241855991,16.060305,12.559982,10.675745,4.0585885,3.1337388,1.8044959,-2.6312277,-10.144233,-1.3742718,-3.5283577,-2.2333233,-1.9242256,8.58017234153485,5.25830889075603,3.30262396628644,0.652852207610436,0.527698820572683,0.707118429074583,0.00861141011840689,0.0107642626480086,0.0172228202368138,0.357373519913886,0.170075349838536,0.116254036598493,1,1,1,1,1,0.995689655172414,0,0,0,0.967741935483871,1.23655913978495,1.18279569892473,0.182243859462851,0.0800329612960923,0.0305599316361539,0.00182924533900947,0.00119427837705341,0.0021410255927421,-0.00673318909016998,0.0316902296632684,-0.126122992393161,0.664891028767364,-0.0424515927031474,Overhead Press
7.5613861938149,3.00531762942596,2.21999245569526,-0.0383659235562077,0.0182459798189616,-0.0189478517943567,5.27001701877327,2.4738570157485,3.91239091731903,0.712677186035768,0.813495003324304,0.964139043215494,18.562246,10.261548,15.569493,4.9247956,2.4336872,3.685961,-3.383007,-3.0789435,-6.5218053,-2.787989,-5.031086,-3.050661,9.21500374169507,3.8916571244665,4.49643112837947,0.713307405766784,0.813240501221299,0.963781067635722,0.015819209039548,0.0994350282485876,0.135593220338983,0.364971751412429,0.179661016949153,0.213559322033898,1,1,1,0.995475113122172,0.990950226244344,0.995475113122172,0,0,0.0564334085778781,1.46726862302483,1.46726862302483,1.46726862302483,0.253734294474986,0.0478785051691065,0.0799716650476934,0.00228861003539511,0.0029783497879512,0.00418330822563482,-0.0175884681027755,0.116517491689608,-0.191078093092686,0.737476748581886,0.317363931470157,Overhead Press
9.00421663391184,3.07444518398898,-0.093875131677686,0.0215283727680441,-0.0579278632330579,0.0129341906581267,5.0480656318012,3.11432026527093,2.52002265662542,0.657998952321952,0.896484245304925,1.01471346427534,19.553446,13.749901,15.44739,2.2052236,2.3909266,2.485,-1.8770541,-4.711789,-5.3007627,-1.9156734,-4.8099527,-2.4361305,10.3210359610069,4.3746822070509,2.52003560798822,0.657897959294537,0.897737509888611,1.01409687222265,0.016551724137931,0.146206896551724,0.16551724137931,0.422068965517241,0.201379310344828,0.206896551724138,1,0.994475138121547,1,0.997237569060773,0.994475138121547,1,0,0,1.65289256198347,1.58402203856749,1.58402203856749,1.65289256198347,0.362559476446096,0.0791853726264352,0.0348690834909606,0.00237691191964637,0.00441898225589514,0.00565004825013408,-0.0988048432604419,-0.0602458602619241,-0.265757594275938,0.774871572481284,0.240851389434964,Overhead Press
9.39526328621053,2.44904152335526,0.214841797252632,-0.0178179747739474,0.0198788393631579,0.000247560418421043,4.52048051517507,2.61460870747877,1.6594263708276,0.520039656795073,0.656751866812227,0.861758458953748,19.37388,11.884817,4.000711,2.1930063,2.0610592,2.0647244,0.7158663,-2.4660277,-5.279215,-1.4856243,-1.4501941,-1.990199,10.4249138358129,3.58119925505093,1.67219304925954,0.520002770301885,0.656620630602979,0.861191361563063,0,0.176548089591568,0.147562582345191,0.458498023715415,0.171277997364954,0.189723320158103,0.994722955145119,1,1,1,0.997361477572559,1,0,0,1.57894736842105,1.51315789473684,1.57894736842105,1.57894736842105,0.338810196196938,0.0515805034793605,0.0145572235961603,0.00141860440278143,0.00226222026894964,0.00389317857311551,-0.0384042542199217,0.234375318504894,-0.210613261707263,0.827262136425293,0.487542792580857,Overhead Press
